"Player","Team","MP","GS","Goals","Shots","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Big.Chances","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Cross.Comp","Cross.Comp.Pct","Cross.Att","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Comp.Pct","Launch.Att","Through.Comp","Through.Comp.Pct","Through.Att","Throw.In.Comp","Throw.In.Comp.Pct","Throw.In.Att","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Pass.Comp","Pass.Comp.Pct","Pass.Att","opPass.Comp","opPass.Comp.Pct","opPass.Att","opPPass.Comp","opPPass.Comp.Pct","opPPass.Att","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Comp.Pct","PPass.Att","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att"
"Gustafson","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,7,0.189189189189189,37,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0,0,0,3,8,0.205128205128205,39,6,0.214285714285714,28,0,NA,0,0,1,0,0,8,39,0.205128205128205,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,9,16,0.5625,3,0,3,1,3,2,1,0,0,0,2,0,3,2,1,1,1,0,0,0,0,2,0,8,0.205128205128205,39,1,1,1,1,0.142857142857143,7,6,0.206896551724138,29
"Heath","USA",376,4,2,7,0.428571428571429,0,1,4,4,0.571428571428571,0,6,1,0,0,0,1,0,NA,0,0,0,0,3,1,0.333333333333333,1,1,0,0,0,4,0.363636363636364,11,11,1,3,0.75,4,6,0.75,8,3,1,3,0,NA,0,0,0,3,1,3,0,0,0,0,3,155,0.861111111111111,180,149,0.85632183908046,174,79,0.858695652173913,92,0.528735632183908,0.355555555555556,0.255555555555556,0.388888888888889,51,64,0.796875,38,46,0.826086956521739,66,70,0.942857142857143,0.511111111111111,79,0.858695652173913,92,0.304347826086957,0.239130434782609,0.456521739130435,20,28,0.714285714285714,19,22,0.863636363636364,40,42,0.952380952380952,16,0.592592592592593,27,11,7,5,5,0.294117647058824,17,12,3,0,4,32,18,27,16,11,8,10,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Herrera","CRC",28,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,14,0.736842105263158,19,14,0.736842105263158,19,11,0.785714285714286,14,0.736842105263158,0.421052631578947,0.315789473684211,0.263157894736842,4,8,0.5,5,6,0.833333333333333,5,5,1,0.736842105263158,11,0.785714285714286,14,0.357142857142857,0.357142857142857,0.285714285714286,2,5,0.4,5,5,1,4,4,1,1,1,1,0,1,0,2,0.666666666666667,3,1,1,0,3,22,1,6,5,1,3,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Hinkle","USA",132,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0.5,4,4,0,3,0.5,6,1,1,1,13,1,13,0,NA,0,0,0,0,NA,0,0,0,0,0,0,73,0.879518072289157,83,60,0.857142857142857,70,18,0.857142857142857,21,0.3,0.397590361445783,0.240963855421687,0.36144578313253,25,33,0.757575757575758,18,20,0.9,30,30,1,0.253012048192771,18,0.857142857142857,21,0.428571428571429,0.238095238095238,0.333333333333333,7,9,0.777777777777778,4,5,0.8,7,7,1,3,0.75,4,1,1,1,0,0,2,2,0,0,2,6,5,10,8,2,3,5,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Horan","USA",334,4,1,6,0.166666666666667,0,0,5,3,0.5,0,4,0,2,0,0,1,2,1,1,1,0,2,0,0,NA,0,0,0,0,0,4,0.8,5,5,0,9,0.5,18,3,0.75,4,0,NA,0,3,0.75,4,0,0,3,1,3,0,0,0,0,3,193,0.846491228070175,228,187,0.846153846153846,221,86,0.905263157894737,95,0.429864253393665,0.535087719298246,0.254385964912281,0.210526315789474,94,122,0.770491803278688,54,58,0.931034482758621,45,48,0.9375,0.416666666666667,86,0.905263157894737,95,0.463157894736842,0.263157894736842,0.273684210526316,39,44,0.886363636363636,23,25,0.92,24,26,0.923076923076923,12,0.8,15,3,10,9,27,0.574468085106383,47,20,8,0,8,53,14,33,15,18,7,9,5,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Johnson","MEX",26,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.5,2,1,0.5,2,0,0,1,0.5,0.5,0.5,0,1,1,1,0,1,0,0,0,NA,0.5,0,0,1,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,2,2,0,0,0,NA,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Johnston","USA",356,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,3,0.166666666666667,18,1,1,1,0,NA,0,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,197,0.879464285714286,224,196,0.882882882882883,222,33,0.825,40,0.18018018018018,0.633928571428571,0.290178571428571,0.0758928571428571,116,142,0.816901408450704,64,65,0.984615384615385,17,17,1,0.178571428571429,33,0.825,40,0.625,0.2,0.175,18,25,0.72,8,8,1,7,7,1,8,1,8,0,0,4,4,0.444444444444444,9,5,2,0,1,19,3,30,18,10,7,4,11,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"K. Johnson","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,5,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,0,0,0,0,5,10,0.625,16,10,0.909090909090909,11,4,1,4,0.363636363636364,0.6875,0.25,0.0625,5,11,0.454545454545455,4,4,1,1,1,1,0.25,4,1,4,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,NA,0,0,2,0,4,11,6,5,3,2,2,10,4,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"K. Villalobos","CRC",26,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.75,4,3,0.75,4,2,1,2,0.5,0,0.5,0.5,0,0,NA,1,2,0.5,2,2,1,0.5,2,1,2,0,0,1,0,0,NA,0,0,NA,2,2,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Ka. Forbes","TRI",92,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,3,0.3,10,0,NA,0,0,NA,0,0,NA,0,0,0,3,0.375,8,0,0,0,0,8,6,0.428571428571429,14,3,0.6,5,2,1,2,0.4,0.857142857142857,0.0714285714285714,0.0714285714285714,4,12,0.333333333333333,1,1,1,1,1,1,0.142857142857143,2,1,2,0,0.5,0.5,0,0,NA,1,1,1,1,1,1,0,NA,0,0,0,0,0,0,2,2,1,0,1,5,3,2,2,0,1,6,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Ki. Forbes","TRI",92,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,6,0.461538461538462,13,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,7,0.5,14,4,0.444444444444444,9,0,NA,0,0,1,0,0,7,14,0.5,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,1,0,2,0,0,0,8,4,12,0.333333333333333,4,1,3,0.75,4,3,1,2,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,7,0.5,14,1,1,1,1,0.333333333333333,3,5,0.625,8
"King","TRI",92,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,0,1,2,0.333333333333333,6,2,0.4,5,0,0,1,0.2,1,0,0,2,6,0.333333333333333,0,0,NA,0,0,NA,0.166666666666667,0,0,1,1,0,0,0,1,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,1,1,1,0,2,0,0,9,2,5,4,1,0,4,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Klingenberg","USA",400,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,NA,0,0,0,0,0,9,0.75,12,12,0,3,0.428571428571429,7,1,0.125,8,31,0.861111111111111,36,0,NA,0,0,0,1,1,1,0,0,0,0,1,197,0.849137931034483,232,165,0.846153846153846,195,59,0.830985915492958,71,0.364102564102564,0.435344827586207,0.241379310344828,0.323275862068966,75,101,0.742574257425743,49,56,0.875,73,75,0.973333333333333,0.306034482758621,59,0.830985915492958,71,0.507042253521127,0.183098591549296,0.309859154929577,25,36,0.694444444444444,13,13,1,21,22,0.954545454545455,10,0.666666666666667,15,5,6,3,6,0.428571428571429,14,8,2,0,3,25,10,24,18,5,12,15,4,2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Krieger","USA",238,3,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,4,0.8,5,5,0,3,0.3,10,2,0.4,5,19,0.863636363636364,22,0,NA,0,0,0,2,1,2,0,0,0,0,2,120,0.839160839160839,143,99,0.831932773109244,119,24,0.857142857142857,28,0.235294117647059,0.58041958041958,0.251748251748252,0.167832167832168,64,83,0.771084337349398,33,36,0.916666666666667,23,24,0.958333333333333,0.202797202797203,25,0.862068965517241,29,0.517241379310345,0.344827586206897,0.137931034482759,13,15,0.866666666666667,9,10,0.9,3,4,0.75,2,0.666666666666667,3,1,1,1,7,0.5,14,7,2,0,1,8,7,24,15,9,8,4,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Labbe","CAN",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,7,0.28,25,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,0,0,0,0,5,15,0.441176470588235,34,11,0.478260869565217,23,2,0.4,5,0.217391304347826,0.941176470588235,0.0294117647058824,0.0294117647058824,14,32,0.4375,1,1,1,0,1,0,0.176470588235294,3,0.5,6,0.666666666666667,0.166666666666667,0.166666666666667,2,4,0.5,1,1,1,0,1,0,0,NA,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,2,3,0.666666666666667,1,0,0,0,9,6,3,4,2,0,0,0,6,4,2,0,0,0,1,1,0,0,1,15,0.441176470588235,34,3,1,3,1,0.333333333333333,3,1,0.0833333333333333,12
"Lawrence","CAN",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0.75,4,4,0,0,NA,0,0,0,1,1,1,1,1,0.5,2,0,0,0,NA,0,0,0,0,0,0,9,0.529411764705882,17,7,0.5,14,6,0.6,10,0.714285714285714,0.529411764705882,0.294117647058824,0.176470588235294,3,9,0.333333333333333,3,5,0.6,3,3,1,0.588235294117647,6,0.6,10,0.7,0.2,0.1,3,7,0.428571428571429,2,2,1,1,1,1,3,0.75,4,1,1,1,1,0.111111111111111,9,8,3,0,6,30,4,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Lloyd","USA",397,5,4,16,0.5,4,0,8,2,0.125,2,12,0,1,0,0,2,0,NA,0,0,0,0,5,1,0.2,2,2,0,0,0,2,0.666666666666667,3,2,1,1,0.5,2,2,0.5,4,0,NA,0,1,1,1,0,0,1,1,1,0,0,1,0,2,102,0.766917293233083,133,100,0.763358778625954,131,58,0.828571428571429,70,0.534351145038168,0.518796992481203,0.278195488721804,0.203007518796992,43,69,0.623188405797101,32,37,0.864864864864865,27,27,1,0.526315789473684,58,0.828571428571429,70,0.5,0.271428571428571,0.228571428571429,25,35,0.714285714285714,17,19,0.894736842105263,16,16,1,16,0.695652173913043,23,7,15,9,25,0.694444444444444,36,11,3,0,14,63,19,33,20,13,3,3,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Matheson","CAN",36,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,0,0,2,0,NA,0,2,1,2,0,NA,0,0,0,0,0,1,0,0,0,0,1,14,0.823529411764706,17,12,0.857142857142857,14,11,0.916666666666667,12,0.857142857142857,0.470588235294118,0.176470588235294,0.352941176470588,5,8,0.625,3,3,1,6,6,1,0.705882352941177,11,0.916666666666667,12,0.5,0.166666666666667,0.333333333333333,5,6,0.833333333333333,2,2,1,4,4,1,1,0.5,2,1,1,1,2,0.666666666666667,3,1,0,0,0,5,2,1,0,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"McCaffrey","USA",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0.375,8,7,1,0,NA,0,1,0.25,4,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,32,0.761904761904762,42,32,0.761904761904762,42,13,0.722222222222222,18,0.428571428571429,0.333333333333333,0.30952380952381,0.357142857142857,9,14,0.642857142857143,8,13,0.615384615384615,15,15,1,0.428571428571429,13,0.722222222222222,18,0.388888888888889,0.277777777777778,0.333333333333333,4,7,0.571428571428571,3,5,0.6,6,6,1,10,0.666666666666667,15,5,0,1,0,0,3,3,0,0,2,10,5,7,4,3,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mejia","MEX",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,8,0.727272727272727,11,8,0.727272727272727,11,5,1,5,0.454545454545455,0.545454545454545,0.0909090909090909,0.363636363636364,3,6,0.5,1,1,1,4,4,1,0.454545454545455,5,1,5,0.4,0.2,0.4,2,2,1,1,1,1,2,2,1,1,0.5,2,1,0,1,5,0.714285714285714,7,2,2,0,2,11,1,9,5,4,0,8,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mendez","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.25,4,0,0,1,2,0.5,4,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,12,0.48,25,9,0.473684210526316,19,6,0.545454545454545,11,0.578947368421053,0.8,0.2,0,8,20,0.4,4,5,0.8,0,0,NA,0.44,6,0.545454545454545,11,0.636363636363636,0.363636363636364,0,3,7,0.428571428571429,3,4,0.75,0,0,NA,0,NA,0,0,0,0,5,0.833333333333333,6,1,4,0,9,13,2,5,3,2,3,5,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mewis","USA",126,1,1,8,0.625,4,0,3,3,0.375,2,4,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.5,2,2,0.5,4,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,1,0,1,88,0.888888888888889,99,88,0.888888888888889,99,34,0.918918918918919,37,0.373737373737374,0.474747474747475,0.242424242424242,0.282828282828283,37,47,0.787234042553192,23,24,0.958333333333333,28,28,1,0.373737373737374,34,0.918918918918919,37,0.297297297297297,0.216216216216216,0.486486486486487,9,11,0.818181818181818,7,8,0.875,18,18,1,3,1,3,0,0,1,15,0.789473684210526,19,4,0,0,1,5,1,13,6,7,3,4,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mollon","TRI",92,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.571428571428571,7,3,0.5,6,2,0.5,4,0.666666666666667,0.428571428571429,0.285714285714286,0.285714285714286,1,3,0.333333333333333,1,2,0.5,2,2,1,0.571428571428571,2,0.5,4,0.5,0.5,0,1,2,0.5,1,2,0.5,0,0,NA,3,0.6,5,2,4,0,1,0.25,4,3,0,0,3,18,9,5,3,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Morgan","USA",391,4,5,17,0.823529411764706,8,1,3,10,0.588235294117647,6,10,0,1,0,0,1,0,NA,0,0,0,0,5,4,0.8,1,0,0,0,0,2,0.5,4,4,0,0,0,1,2,0.4,5,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,52,0.702702702702703,74,52,0.702702702702703,74,36,0.654545454545455,55,0.743243243243243,0.27027027027027,0.337837837837838,0.391891891891892,8,20,0.4,17,25,0.68,27,29,0.931034482758621,0.743243243243243,36,0.654545454545455,55,0.272727272727273,0.345454545454545,0.381818181818182,5,15,0.333333333333333,12,19,0.631578947368421,19,21,0.904761904761905,7,0.583333333333333,12,5,8,6,15,0.681818181818182,22,7,1,0,3,30,4,12,1,11,3,5,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Naeher","USA",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,8,1,8,6,1,6,1,1,1,0.166666666666667,0.75,0.25,0,6,6,1,2,2,1,0,0,NA,0.125,1,1,1,0,1,0,0,0,NA,1,1,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,NA,0,0,0,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,8,2,1,2,0,NA,0,1,1,1
"Nieto","MEX",24,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.5,2,1,0.5,2,1,1,1,0.5,0.5,0.5,0,1,1,1,0,1,0,0,0,NA,0.5,1,1,1,1,0,0,1,1,1,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,1,0,1,3,2,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Noyola","MEX",86,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.5,2,0,NA,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,9,0.6,15,9,0.692307692307692,13,3,0.75,4,0.307692307692308,0.6,0.2,0.2,4,9,0.444444444444444,2,3,0.666666666666667,3,3,1,0.266666666666667,3,0.75,4,0.75,0,0.25,2,3,0.666666666666667,0,0,NA,1,1,1,2,1,2,0,0,0,0,0,2,2,0,0,3,19,2,3,2,1,0,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"O'Hara","USA",280,3,1,2,0.5,0,0,1,1,0.5,1,1,0,0,0,0,0,2,0.5,0,1,1,1,1,1,1,0,0,0,1,0,6,0.352941176470588,17,13,4,2,0.5,4,4,0.571428571428571,7,21,0.75,28,6,0.6,10,0,0,1,0.5,2,0,0,0,0,2,142,0.771739130434783,184,114,0.791666666666667,144,53,0.883333333333333,60,0.416666666666667,0.510869565217391,0.293478260869565,0.195652173913043,67,94,0.712765957446808,39,54,0.722222222222222,36,36,1,0.326086956521739,53,0.883333333333333,60,0.583333333333333,0.283333333333333,0.133333333333333,30,35,0.857142857142857,15,17,0.882352941176471,8,8,1,3,0.6,5,2,3,1,9,0.6,15,6,5,0,4,14,8,15,7,7,12,10,8,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Ocampo","MEX",94,1,0,2,0.5,1,0,1,1,0.5,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,6,0.4,15,6,0.461538461538462,13,6,0.666666666666667,9,0.692307692307692,0.4,0.333333333333333,0.266666666666667,2,6,0.333333333333333,1,5,0.2,3,4,0.75,0.6,6,0.666666666666667,9,0.333333333333333,0.222222222222222,0.444444444444444,2,3,0.666666666666667,1,2,0.5,3,4,0.75,2,0.4,5,3,2,0,1,0.5,2,1,4,0,6,22,5,9,6,3,0,1,1,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Pagan","PUR",73,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.714285714285714,7,5,0.714285714285714,7,4,1,4,0.571428571428571,0.571428571428571,0.142857142857143,0.285714285714286,2,4,0.5,1,1,1,2,2,1,0.571428571428571,4,1,4,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,1,0.5,2,1,2,0,1,0.25,4,3,0,0,4,21,2,5,3,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
