"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Offsides","Fouls.Won","Fouls.Conceded","Yellow.Cards","Red.Cards","Penalties.Won","Penalties.Conceded","E.to.Goals","OG","E.to.Big.Chances","BC.Stopped","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Brush","HOU",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,24,27,0.888888888888889,24,27,0.888888888888889,8,9,0.888888888888889,0.333333333333333,0.592592592592593,0.111111111111111,0.296296296296296,13,16,0.8125,3,3,1,8,8,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.592592592592593,0.111111111111111,0.296296296296296,13,16,0.8125,3,3,1,8,8,1,0.333333333333333,8,9,0.888888888888889,0.666666666666667,0.111111111111111,0.222222222222222,5,6,0.833333333333333,1,1,1,2,2,1,0,0,0,0,NA,0,0,1,2,1.875,0.0740740740740741,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,4,1,0,3,2,4,4,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Brynjarsdottir","PTFC",75,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,17,23,0.739130434782609,17,23,0.739130434782609,12,15,0.8,0.652173913043478,0.347826086956522,0.347826086956522,0.304347826086957,4,8,0.5,6,8,0.75,7,7,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.347826086956522,0.347826086956522,0.304347826086957,4,8,0.5,6,8,0.75,7,7,1,0.652173913043478,12,15,0.8,0.0666666666666667,0.466666666666667,0.466666666666667,0,1,0,5,7,0.714285714285714,7,7,1,0,0,0,0,NA,0,0,1,1,1.2,0.0434782608695652,1,1,1,1.2,0.0434782608695652,0.0434782608695652,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,0,2,0,2,2,6,8,4,4,0.5,2,3,1,25,7,7,2,5,1,1.2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Buczkowski","FCKC",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,29,34,0.852941176470588,29,34,0.852941176470588,19,23,0.826086956521739,0.676470588235294,0.470588235294118,0.323529411764706,0.205882352941176,12,16,0.75,11,11,1,6,7,0.857142857142857,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.470588235294118,0.323529411764706,0.205882352941176,12,16,0.75,11,11,1,6,7,0.857142857142857,0.676470588235294,19,23,0.826086956521739,0.521739130434783,0.260869565217391,0.217391304347826,8,12,0.666666666666667,6,6,1,5,5,1,0,0,0,0,NA,0,0,0,1,0.9375,0.0294117647058824,0,0,2,1.875,0.0588235294117647,0.0588235294117647,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,2,0,2,2,2,0,1,0,2,3,38,4,13,6,7,1,0.9375,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Casey","SBFC",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,21,36,0.583333333333333,18,30,0.6,4,4,1,0.133333333333333,0.944444444444444,0.0555555555555556,0,19,34,0.558823529411765,2,2,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.933333333333333,0.0666666666666667,0,16,28,0.571428571428571,2,2,1,0,0,NA,0.111111111111111,4,4,1,1,0,0,4,4,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,13,27,25.5789473684211,0.75,0.481481481481481,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,4,0.25,0,0,0,0,4,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0.947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,0.666666666666667,1,0,1,1,3,3,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,21,36,0.583333333333333,1,1,1,1,1,1,9,18,0.5
"Catley","ORL",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,43,57,0.754385964912281,21,27,0.777777777777778,13,15,0.866666666666667,0.555555555555556,0.473684210526316,0.228070175438596,0.298245614035088,17,27,0.62962962962963,9,13,0.692307692307692,17,17,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.481481481481481,0.222222222222222,0.296296296296296,9,13,0.692307692307692,4,6,0.666666666666667,8,8,1,0.263157894736842,13,15,0.866666666666667,0.4,0.266666666666667,0.333333333333333,5,6,0.833333333333333,3,4,0.75,5,5,1,4,6,5.625,0.222222222222222,0.666666666666667,6,0,0,0,0,0,NA,0,0,0,0,0,NA,19,24,22.5,0.421052631578947,0.791666666666667,2,5,0.4,0,0,1,1,1,0,0,0,0,1,1,1,0,1,2,2,4,3,2,1,0.666666666666667,3,1,2,10,2,3,3,0,2,1.875,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Chapman","HOU",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,27,38,0.710526315789474,12,18,0.666666666666667,3,4,0.75,0.222222222222222,0.684210526315789,0.210526315789474,0.105263157894737,18,26,0.692307692307692,6,8,0.75,3,4,0.75,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.722222222222222,0.222222222222222,0.0555555555555556,8,13,0.615384615384615,3,4,0.75,1,1,1,0.105263157894737,3,4,0.75,1,0,0,3,4,0.75,0,0,NA,0,0,NA,1,1,0.9375,0.0555555555555556,1,1,0,0,0,0,0,NA,0,1,0.9375,0.0263157894736842,0.0555555555555556,0,15,20,18.75,0.526315789473684,0.75,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,2,3,5,5,2,3,0.4,4,0,1,11,6,10,6,4,0,0,0,5,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Colaprico","CRS",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,42,47,0.893617021276596,42,45,0.933333333333333,29,32,0.90625,0.711111111111111,0.553191489361702,0.127659574468085,0.319148936170213,23,26,0.884615384615385,4,6,0.666666666666667,15,15,1,0,1,0,0,0,NA,14,14,1,0,0,NA,0,1,0,0,0,NA,14,14,1,0,0,NA,0,0,0,0,12,0,0,0,0,0.577777777777778,0.0888888888888889,0.333333333333333,23,26,0.884615384615385,4,4,1,15,15,1,0.680851063829787,29,32,0.90625,0.625,0.03125,0.34375,17,20,0.85,1,1,1,11,11,1,0,0,0,0,NA,0,0,3,3,2.84210526315789,0.0638297872340425,1,0,0,0,0,0,NA,0,0,0,0,NA,0,2,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,1,1,2,1,0,1,0,5,2,2,24,0,14,7,7,5,4.73684210526316,0,4,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Comeau","CRS",34,0,0,1,2.64705882352941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,8,0.625,5,8,0.625,2,2,1,0.25,0.625,0.375,0,3,5,0.6,2,3,0.666666666666667,0,0,NA,0,1,0,0,0,NA,3,5,0.6,0,0,NA,0,1,0,0,0,NA,3,5,0.6,0,0,NA,0,0,0,0,2,0,0,0,0,0.625,0.375,0,3,5,0.6,2,3,0.666666666666667,0,0,NA,0.25,2,2,1,1,0,0,2,2,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,1,2,5.29411764705882,0.25,0.25,0.5,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,2,0,2,3,2,1,0.666666666666667,0,0,0,5,5,3,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"D'Angelo","WNYF",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,31,39,0.794871794871795,24,29,0.827586206896552,1,3,0.333333333333333,0.103448275862069,1,0,0,31,39,0.794871794871795,0,0,NA,0,0,NA,0,0,1,0,0,NA,0,0,NA,8,9,0.888888888888889,0,0,1,0,0,NA,0,0,NA,8,9,0.888888888888889,0,0,0,0,0,0,0,0,0,1,0,0,24,29,0.827586206896552,0,0,NA,0,0,NA,0.102564102564103,1,4,0.25,1,0,0,1,4,0.25,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,4,11,10.4210526315789,0.282051282051282,0.363636363636364,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,2,0.5,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7,0.142857142857143,1,1,0,0,7,7,0,4,2,0,0,0,3,3,0,3,3,0,0,0,0,0,0,31,39,0.794871794871795,5,5,1,1,3,0.333333333333333,5,6,0.833333333333333
"Dahlkemper","WNYF",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22,25,0.88,22,25,0.88,9,11,0.818181818181818,0.44,0.68,0.08,0.24,14,17,0.823529411764706,2,2,1,6,6,1,0,1,0,0,0,NA,5,5,1,0,0,NA,0,1,0,0,0,NA,5,5,1,0,0,NA,0,0,0,0,4,0,0,0,0,0.68,0.08,0.24,14,17,0.823529411764706,2,2,1,6,6,1,0.44,9,11,0.818181818181818,0.636363636363636,0.0909090909090909,0.272727272727273,5,7,0.714285714285714,1,1,1,3,3,1,0,0,0,0,NA,0,0,0,1,0.947368421052632,0.04,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,2,0,2,2,1,1,0.5,0,1,0,5,4,10,7,3,2,1.89473684210526,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Daly","HOU",96,1,0,2,1.875,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9375,0,0,0,NA,0,0,0,0,0,40,50,0.8,36,46,0.782608695652174,15,19,0.789473684210526,0.41304347826087,0.46,0.34,0.2,14,23,0.608695652173913,16,17,0.941176470588235,10,10,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.478260869565217,0.304347826086957,0.217391304347826,13,22,0.590909090909091,13,14,0.928571428571429,10,10,1,0.38,15,19,0.789473684210526,0.368421052631579,0.421052631578947,0.210526315789474,4,7,0.571428571428571,7,8,0.875,4,4,1,0,0,0,0,NA,0,0,0,1,0.9375,0.02,0,4,7,6.5625,0.14,0.152173913043478,0.571428571428571,4,4,3.75,0.08,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,2,2,4,5,0,5,0,1,0,2,24,5,9,6,3,0,0,0,3,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"DeCesare","SBFC",6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"DiBernardo","CRS",95,1,0,1,0.947368421052632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,47,62,0.758064516129032,43,57,0.754385964912281,32,38,0.842105263157895,0.666666666666667,0.483870967741935,0.145161290322581,0.370967741935484,19,30,0.633333333333333,6,9,0.666666666666667,22,23,0.956521739130435,0,1,0,0,0,NA,12,15,0.8,0,0,NA,0,1,0,0,0,NA,12,15,0.8,0,0,NA,0,0,0,0,10,0,0,0,0,0.508771929824561,0.140350877192982,0.350877192982456,18,29,0.620689655172414,6,8,0.75,19,20,0.95,0.612903225806452,32,38,0.842105263157895,0.368421052631579,0.157894736842105,0.473684210526316,10,14,0.714285714285714,5,6,0.833333333333333,17,18,0.944444444444444,3,5,4.73684210526316,0.087719298245614,0.6,5,0,1,3,2.84210526315789,0.0483870967741935,0.333333333333333,1,2,1.89473684210526,0.032258064516129,0.0350877192982456,0.5,1,1,0.947368421052632,0.0161290322580645,1,0,1,0,0,0,3,3,1,0,0,0,0,3,3,2,1,0.666666666666667,0,1,2,5,1,4,0.2,2,1,1,36,7,13,10,3,2,1.89473684210526,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Doniak","WNYF",15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,4,5,0.8,2,3,0.666666666666667,2,3,0.666666666666667,1,0.2,0.6,0.2,1,1,1,2,3,0.666666666666667,1,1,1,0.5,0.5,0,0,1,0,1,1,1,0,0,NA,0.5,0.5,0,0,1,0,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,1,1,1,1,2,0.5,0,0,NA,0.6,2,3,0.666666666666667,0.333333333333333,0.666666666666667,0,1,1,1,1,2,0.5,0,0,NA,0,1,6,0.333333333333333,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,6,0.2,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,1,1,3,2,1,1,0.5,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Dunn","WAS",95,1,0,3,2.84210526315789,0,0,0,3,0,2,0.666666666666667,0,1,0,0,0,0,1,1,1,0,0.947368421052632,0.947368421052632,0,0,0,NA,0,0,0,0,0,20,30,0.666666666666667,20,30,0.666666666666667,12,16,0.75,0.533333333333333,0.4,0.366666666666667,0.233333333333333,6,12,0.5,7,11,0.636363636363636,7,7,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0.366666666666667,0.233333333333333,6,12,0.5,7,11,0.636363636363636,7,7,1,0.533333333333333,12,16,0.75,0.375,0.25,0.375,3,6,0.5,3,4,0.75,6,6,1,0,3,2.84210526315789,0.1,0,3,0,0,0,0,0,NA,2,5,4.73684210526316,0.166666666666667,0.166666666666667,0.4,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,6,3,3,0.5,1,1,5,7,1,6,0.142857142857143,1,2,1,33,7,11,5,6,1,0.947368421052632,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Eddy","WNYF",81,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,32,48,0.666666666666667,19,28,0.678571428571429,13,17,0.764705882352941,0.607142857142857,0.729166666666667,0.208333333333333,0.0625,25,35,0.714285714285714,4,10,0.4,3,3,1,0,1,0,0,0,NA,11,15,0.733333333333333,0,0,NA,0,1,0,0,0,NA,11,15,0.733333333333333,0,0,NA,0,0,0,0,9,0,0,0,0,0.857142857142857,0.0714285714285714,0.0714285714285714,17,24,0.708333333333333,0,2,0,2,2,1,0.354166666666667,13,17,0.764705882352941,0.941176470588235,0,0.0588235294117647,12,16,0.75,0,0,NA,1,1,1,0,1,1.11111111111111,0.0357142857142857,0,0,1,1,3,3.33333333333333,0.0625,0.333333333333333,0,0,0,0,0,NA,9,12,13.3333333333333,0.25,0.75,4,8,0.5,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,2,1,4,3,0,3,0,3,3,3,23,2,2,2,0,2,2.22222222222222,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Edmonds","ORL",96,1,0,1,0.9375,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,18,25,0.72,17,24,0.708333333333333,10,13,0.769230769230769,0.541666666666667,0.48,0.16,0.36,8,12,0.666666666666667,2,4,0.5,8,9,0.888888888888889,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.458333333333333,0.166666666666667,0.375,7,11,0.636363636363636,2,4,0.5,8,9,0.888888888888889,0.52,10,13,0.769230769230769,0.461538461538462,0.0769230769230769,0.461538461538462,5,6,0.833333333333333,0,1,0,5,6,0.833333333333333,0,2,1.875,0.0833333333333333,0,2,0,0,0,0,0,NA,1,1,0.9375,0.04,0.0416666666666667,1,1,1,0.9375,0.04,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,4,2,7,2,1,1,0.5,0,1,0,22,2,3,2,1,2,1.875,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Edwards","ORL",72,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,17,23,0.739130434782609,16,21,0.761904761904762,8,10,0.8,0.476190476190476,0.565217391304348,0.173913043478261,0.260869565217391,8,13,0.615384615384615,3,4,0.75,6,6,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.523809523809524,0.19047619047619,0.285714285714286,7,11,0.636363636363636,3,4,0.75,6,6,1,0.434782608695652,8,10,0.8,0.5,0.1,0.4,3,5,0.6,1,1,1,4,4,1,0,1,1.25,0.0476190476190476,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,2,0.5,0,0,0,0,2,0,0,0,NA,3,1,4,2,1,1,0.5,0,2,1,14,4,4,3,1,3,3.75,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Erceg","WNYF",95,1,0,1,0.947368421052632,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,38,43,0.883720930232558,36,41,0.878048780487805,20,25,0.8,0.609756097560976,0.604651162790698,0.116279069767442,0.27906976744186,21,26,0.807692307692308,5,5,1,12,12,1,0.0625,0.9375,0,1,1,1,15,15,1,0,0,NA,0.0625,0.9375,0,1,1,1,15,15,1,0,0,NA,0,0,0,0,13,0,0,0,1,0.609756097560976,0.121951219512195,0.268292682926829,20,25,0.8,5,5,1,11,11,1,0.581395348837209,20,25,0.8,0.68,0.04,0.28,12,17,0.705882352941177,1,1,1,7,7,1,0,0,0,0,NA,0,0,0,2,1.89473684210526,0.0465116279069767,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,2,2,1,0,0,0,0,2,0,0,0,NA,0,0,0,4,4,0,1,0,1,2,13,3,8,6,2,2,1.89473684210526,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
