"Player","Team","GP","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Att.per.90","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Att.per.90","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Att.per.90","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Att.per.90","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Att.per.90","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Att.per.90","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Att.per.90","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Att.per.90","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Att.per.90","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Att.per.90","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Att.per.90","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Att.per.90","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Att.per.90","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Att.per.90","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Att.per.90","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Att.per.90","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Att.per.90","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Att.per.90","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Att.per.90","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","Take.Ons.per.90","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","NA.","Poss.Disrupted.per.90","Aerial.Duels","Aerial.Duels.per.90","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","All.Opp.Poss.Disrupted","Opp.Poss.Disrupted.per.90","Dribbled","Dribbled.per.90","Press.Opp","Challenge.Opp","Recoveries","Recoveries.per.90","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Blocks.per.90","Clearances","Clearances.per.90","Ball.Shields","Offsides","Fouls.Won","Fouls.Conceded","Yellow.Cards","Red.Cards","Penalties.Won","Penalties.Conceded","E.to.Goals","OG","E.to.Big.Chances","BC.Stopped","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","no","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct","HB.Win.Pct"
"Brush","HOU",1,95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,12,16,15.1578947368421,0.75,12,16,15.1578947368421,0.75,1,2,1.89473684210526,0.5,0.125,0.625,0.125,0.25,6,10,9.47368421052632,0.6,2,2,1.89473684210526,1,4,4,3.78947368421053,1,0,0.25,0.75,0,0,0,NA,3,4,3.78947368421053,0.75,9,12,11.3684210526316,0.75,0,0.25,0.75,0,0,0,NA,3,4,3.78947368421053,0.75,9,12,11.3684210526316,0.75,5,4,0,1,2,0,0,0,0,0.625,0.125,0.25,6,10,9.47368421052632,0.6,2,2,1.89473684210526,1,4,4,3.78947368421053,1,0.125,1,2,1.89473684210526,0.5,1,0,0,1,2,1.89473684210526,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,2,1.89473684210526,0.125,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,1.89473684210526,2,0,1,1,0,1,0.947368421052632,1,0.947368421052632,8,4,7,6.63157894736842,5,2,2,1.89473684210526,0,3,2.84210526315789,4,3.78947368421053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Brynjarsdottir","PTFC",1,97,1,1,2,1.85567010309278,0.5,0,0,1,0.430749700701677,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.927835051546392,1,1,0,0,0,0,0,14,27,25.0515463917526,0.518518518518518,14,25,23.1958762886598,0.56,7,8,7.42268041237113,0.875,0.32,0.518518518518518,0.222222222222222,0.259259259259259,6,14,12.9896907216495,0.428571428571429,1,6,5.56701030927835,0.166666666666667,7,7,6.49484536082474,1,0.259259259259259,0.592592592592593,0.148148148148148,1,7,6.49484536082474,0.142857142857143,10,16,14.8453608247423,0.625,3,4,3.71134020618557,0.75,0.259259259259259,0.592592592592593,0.148148148148148,1,7,6.49484536082474,0.142857142857143,10,16,14.8453608247423,0.625,3,4,3.71134020618557,0.75,2,1,0,0,8,2,0,1,0,0.48,0.24,0.28,6,12,11.1340206185567,0.5,1,6,5.56701030927835,0.166666666666667,7,7,6.49484536082474,1,0.296296296296296,7,8,7.42268041237113,0.875,0.375,0.25,0.375,3,3,2.78350515463918,1,1,2,1.85567010309278,0.5,3,3,2.78350515463918,1,0,0,0,0,NA,0,0,0,0,0,0,NA,1,3,2.78350515463918,0.111111111111111,0.12,0.333333333333333,0,2,1.85567010309278,0.0740740740740741,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,1,6,0,5.56701030927835,12,11.1340206185567,8,4,0.666666666666667,2,1,3,2.78350515463918,2,1.85567010309278,28,5,9,8.35051546391753,7,2,3,2.78350515463918,0,4,3.71134020618557,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Buczkowski","FCKC",1,77,1,0,1,1.16883116883117,1,1,0,0,0.0408828731083883,1,1,0,0,0,1,0,0,0,1,0,0,0,1.16883116883117,0,0,0,NA,0,0,0,0,0,42,46,53.7662337662338,0.91304347826087,41,45,52.5974025974026,0.911111111111111,32,36,42.0779220779221,0.888888888888889,0.8,0.521739130434783,0.173913043478261,0.304347826086957,21,24,28.0519480519481,0.875,8,8,9.35064935064935,1,13,14,16.3636363636364,0.928571428571429,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.511111111111111,0.177777777777778,0.311111111111111,20,23,26.8831168831169,0.869565217391304,8,8,9.35064935064935,1,13,14,16.3636363636364,0.928571428571429,0.782608695652174,32,36,42.0779220779221,0.888888888888889,0.5,0.166666666666667,0.333333333333333,15,18,21.038961038961,0.833333333333333,6,6,7.01298701298701,1,11,12,14.025974025974,0.916666666666667,0,0,0,0,NA,0,0,1,2,2.33766233766234,0.0434782608695652,0.5,0,1,1.16883116883117,0.0217391304347826,0.0222222222222222,0,0,0,0,0,NA,0,0,NA,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NA,1,1,2,0,2.33766233766234,2,2.33766233766234,0,2,0,1,0,1,1.16883116883117,0,0,42,1,10,11.6883116883117,6,4,1,1.16883116883117,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Casey","SBFC",1,95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,37,35.0526315789474,0.702702702702703,18,27,25.5789473684211,0.666666666666667,1,2,1.89473684210526,0.5,0.0740740740740741,0.945945945945946,0.0540540540540541,0,24,35,33.1578947368421,0.685714285714286,2,2,1.89473684210526,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.925925925925926,0.0740740740740741,0,16,25,23.6842105263158,0.64,2,2,1.89473684210526,1,0,0,0,NA,0.0540540540540541,1,2,1.89473684210526,0.5,1,0,0,1,2,1.89473684210526,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,10,21,19.8947368421053,0.567567567567568,0.476190476190476,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,3,0.333333333333333,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0.947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,0,1,1,0,0,4,3,1,0.75,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,26,37,0.702702702702703,7,7,1,0,0,NA,7,15,0.466666666666667,0.75
"Catley","ORL",1,97,1,1,1,0.927835051546392,1,0,0,0,0.190315996579892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,33,51,47.319587628866,0.647058823529412,20,34,31.5463917525773,0.588235294117647,11,16,14.8453608247423,0.6875,0.470588235294118,0.411764705882353,0.313725490196078,0.274509803921569,8,21,19.4845360824742,0.380952380952381,11,16,14.8453608247423,0.6875,14,14,12.9896907216495,1,0.352941176470588,0.549019607843137,0.0980392156862745,13,18,16.7010309278351,0.722222222222222,18,28,25.979381443299,0.642857142857143,2,5,4.63917525773196,0.4,0.352941176470588,0.549019607843137,0.0980392156862745,13,18,16.7010309278351,0.722222222222222,18,28,25.979381443299,0.642857142857143,2,5,4.63917525773196,0.4,2,0,0,4,13,1,0,2,11,0.411764705882353,0.264705882352941,0.323529411764706,4,14,12.9896907216495,0.285714285714286,5,9,8.35051546391753,0.555555555555556,11,11,10.2061855670103,1,0.313725490196078,11,16,14.8453608247423,0.6875,0.25,0.375,0.375,1,4,3.71134020618557,0.25,4,6,5.56701030927835,0.666666666666667,6,6,5.56701030927835,1,0,5,4.63917525773196,0.147058823529412,0,3,2,1,3,2.78350515463918,0.0588235294117647,0.333333333333333,0,1,0.927835051546392,0.0196078431372549,0.0294117647058824,0,9,12,11.1340206185567,0.235294117647059,0.75,1,2,0.5,0,0,3,3,1,0,0,1,1,4,5,4.63917525773196,2,3,0.4,3,1,7,0,6.49484536082474,3,2.78350515463918,1,2,0.333333333333333,1,2,3,2.78350515463918,0,0,10,1,7,6.49484536082474,4,3,2,1.85567010309278,0,2,1.85567010309278,3,2.78350515463918,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Chapman","HOU",1,95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,40,58,54.9473684210526,0.689655172413793,29,44,41.6842105263158,0.659090909090909,22,28,26.5263157894737,0.785714285714286,0.636363636363636,0.741379310344828,0.137931034482759,0.120689655172414,30,43,40.7368421052632,0.697674418604651,4,8,7.57894736842105,0.5,6,7,6.63157894736842,0.857142857142857,0.155172413793103,0.655172413793103,0.189655172413793,4,9,8.52631578947368,0.444444444444444,27,38,36,0.710526315789474,9,11,10.4210526315789,0.818181818181818,0.155172413793103,0.655172413793103,0.189655172413793,4,9,8.52631578947368,0.444444444444444,27,38,36,0.710526315789474,9,11,10.4210526315789,0.818181818181818,5,4,0,2,22,3,0,0,4,0.772727272727273,0.0909090909090909,0.136363636363636,24,34,32.2105263157895,0.705882352941177,0,4,3.78947368421053,0,5,6,5.68421052631579,0.833333333333333,0.482758620689655,22,28,26.5263157894737,0.785714285714286,0.785714285714286,0.0714285714285714,0.142857142857143,18,22,20.8421052631579,0.818181818181818,0,2,1.89473684210526,0,4,4,3.78947368421053,1,0,4,3.78947368421053,0.0909090909090909,0,4,0,3,4,3.78947368421053,0.0689655172413793,0.75,0,1,0.947368421052632,0.0172413793103448,0.0227272727272727,0,11,14,13.2631578947368,0.241379310344828,0.785714285714286,0,0,NA,0,0,0,0,NA,0,0,0,0,0,7,6.63157894736842,5,2,0.714285714285714,2,2,6,0,5.68421052631579,0,0,0,0,NA,2,2,4,3.78947368421053,3,2.84210526315789,11,4,10,9.47368421052632,7,3,1,0.947368421052632,0,2,1.89473684210526,3,2.84210526315789,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Colaprico","CRS",1,95,1,0,1,0.947368421052632,1,1,0,0,0.0531662319004362,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,34,48,45.4736842105263,0.708333333333333,33,42,39.7894736842105,0.785714285714286,23,25,23.6842105263158,0.92,0.595238095238095,0.520833333333333,0.208333333333333,0.270833333333333,17,25,23.6842105263158,0.68,4,10,9.47368421052632,0.4,13,13,12.3157894736842,1,0.208333333333333,0.583333333333333,0.208333333333333,5,10,9.47368421052632,0.5,20,28,26.5263157894737,0.714285714285714,9,10,9.47368421052632,0.9,0.208333333333333,0.583333333333333,0.208333333333333,5,10,9.47368421052632,0.5,20,28,26.5263157894737,0.714285714285714,9,10,9.47368421052632,0.9,4,5,0,1,14,5,0,1,4,0.571428571428571,0.119047619047619,0.30952380952381,16,24,22.7368421052632,0.666666666666667,4,5,4.73684210526316,0.8,13,13,12.3157894736842,1,0.520833333333333,23,25,23.6842105263158,0.92,0.52,0.16,0.32,11,13,12.3157894736842,0.846153846153846,4,4,3.78947368421053,1,8,8,7.57894736842105,1,2,2,1.89473684210526,0.0476190476190476,1,1,1,2,2,1.89473684210526,0.0416666666666667,1,0,1,0.947368421052632,0.0208333333333333,0.0238095238095238,0,0,0,0,0,NA,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0.947368421052632,1,0,1,2,0,2,0,1.89473684210526,1,0.947368421052632,1,0,1,3,1,4,3.78947368421053,0,0,15,7,12,11.3684210526316,8,4,5,4.73684210526316,0,7,6.63157894736842,4,3.78947368421053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Conheeney","SBFC",1,95,1,1,3,2.84210526315789,0.666666666666667,1,0,1,0.500625246006325,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421052632,1,1,0,0,0,0,0,24,32,30.3157894736842,0.75,23,31,29.3684210526316,0.741935483870968,14,20,18.9473684210526,0.7,0.645161290322581,0.28125,0.4375,0.28125,5,9,8.52631578947368,0.555555555555556,10,14,13.2631578947368,0.714285714285714,9,9,8.52631578947368,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.290322580645161,0.451612903225806,0.258064516129032,5,9,8.52631578947368,0.555555555555556,10,14,13.2631578947368,0.714285714285714,8,8,7.57894736842105,1,0.625,14,20,18.9473684210526,0.7,0.25,0.55,0.2,3,5,4.73684210526316,0.6,7,11,10.4210526315789,0.636363636363636,4,4,3.78947368421053,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0.947368421052632,0.03125,0.032258064516129,0,1,1,0.947368421052632,0.03125,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1.89473684210526,1,1,0.5,0,5,6,0,5.68421052631579,4,3.78947368421053,1,3,0.25,3,0,3,2.84210526315789,6,5.68421052631579,45,7,9,8.52631578947368,4,5,3,2.84210526315789,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Corsie","SRFC",1,20,0,0,1,4.5,1,1,0,0,0.125956989822427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,15,18,81,0.833333333333333,13,16,72,0.8125,5,7,31.5,0.714285714285714,0.4375,0.666666666666667,0.111111111111111,0.222222222222222,9,12,54,0.75,2,2,9,1,4,4,18,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.625,0.125,0.25,7,10,45,0.7,2,2,9,1,4,4,18,1,0.388888888888889,5,7,31.5,0.714285714285714,0.571428571428571,0.142857142857143,0.285714285714286,2,4,18,0.5,1,1,4.5,1,2,2,9,1,0,0,0,0,NA,0,0,3,4,18,0.222222222222222,0.75,0,0,0,0,0,NA,2,2,9,0.111111111111111,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,4.5,1,4.5,0,1,0,0,1,1,4.5,2,9,4,2,1,4.5,0,1,0,0,0,2,9,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"D'Angelo","WNYF",1,94,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,36,34.468085106383,0.722222222222222,24,32,30.6382978723404,0.75,7,9,8.61702127659574,0.777777777777778,0.28125,0.972222222222222,0.0277777777777778,0,25,35,33.5106382978723,0.714285714285714,1,1,0.957446808510638,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.96875,0.03125,0,23,31,29.6808510638298,0.741935483870968,1,1,0.957446808510638,1,0,0,0,NA,0.25,7,9,8.61702127659574,0.777777777777778,0.888888888888889,0.111111111111111,0,6,8,7.65957446808511,0.75,1,1,0.957446808510638,1,0,0,0,NA,0,0,0,0,NA,0,0,9,16,15.3191489361702,0.444444444444444,0.5625,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,2,0,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,2.87234042553191,3,0,0,0,0,0,0,1,0.957446808510638,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,NA,3,3,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,26,36,0.722222222222222,2,2,1,0,0,NA,6,12,0.5,1
"Dahlkemper","WNYF",1,94,1,0,1,0.957446808510638,1,1,0,0,0.0940337346772518,0,0,0,0,0,1,0,0,0,1,0,0,0,0.957446808510638,1,0.957446808510638,0,0,1,0,0,0,0,22,24,22.9787234042553,0.916666666666667,22,24,22.9787234042553,0.916666666666667,16,17,16.2765957446809,0.941176470588235,0.708333333333333,0.583333333333333,0.125,0.291666666666667,12,14,13.4042553191489,0.857142857142857,3,3,2.87234042553191,1,7,7,6.70212765957447,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.583333333333333,0.125,0.291666666666667,12,14,13.4042553191489,0.857142857142857,3,3,2.87234042553191,1,7,7,6.70212765957447,1,0.708333333333333,16,17,16.2765957446809,0.941176470588235,0.470588235294118,0.176470588235294,0.352941176470588,7,8,7.65957446808511,0.875,3,3,2.87234042553191,1,6,6,5.74468085106383,1,0,0,0,0,NA,0,0,2,2,1.91489361702128,0.0833333333333333,1,1,2,1.91489361702128,0.0833333333333333,0.0833333333333333,0.5,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,1,0,1,0,0,0,0,NA,1,0,1,0,0.957446808510638,1,0.957446808510638,0,1,0,0,1,1,0.957446808510638,3,2.87234042553191,10,7,7,6.70212765957447,6,1,3,2.87234042553191,0,3,2.87234042553191,4,3.82978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Dallstream","SRFC",1,25,0,0,1,3.6,1,1,0,0,0.0587037893957114,1,1,0,0,0,0,0,0,0,1,0,0,0,3.6,0,0,0,NA,0,0,0,0,0,8,10,36,0.8,8,10,36,0.8,2,3,10.8,0.666666666666667,0.3,0.3,0.2,0.5,2,3,10.8,0.666666666666667,1,2,7.2,0.5,5,5,18,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.3,0.2,0.5,2,3,10.8,0.666666666666667,1,2,7.2,0.5,5,5,18,1,0.3,2,3,10.8,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,1,3.6,0,1,1,3.6,1,1,1,3.6,1,1,1,3.6,0.1,1,1,0,0,1,3.6,0.1,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,3,10.8,1,2,0.333333333333333,3,1,6,0,21.6,1,3.6,0,1,0,0,1,1,3.6,1,3.6,3,3,2,7.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"Daly","HOU",1,95,1,1,3,2.84210526315789,0.333333333333333,0,0,2,0.228611244817473,0,0,0,0,1,0,1,0,1,1,1,0,0.947368421052632,0.947368421052632,0,0,0,NA,0,0,0,0,0,36,52,49.2631578947368,0.692307692307692,36,51,48.3157894736842,0.705882352941177,25,33,31.2631578947368,0.757575757575758,0.647058823529412,0.442307692307692,0.326923076923077,0.230769230769231,12,23,21.7894736842105,0.521739130434783,12,17,16.1052631578947,0.705882352941177,12,12,11.3684210526316,1,0.230769230769231,0.730769230769231,0.0384615384615385,6,12,11.3684210526316,0.5,28,38,36,0.736842105263158,2,2,1.89473684210526,1,0.230769230769231,0.730769230769231,0.0384615384615385,6,12,11.3684210526316,0.5,28,38,36,0.736842105263158,2,2,1.89473684210526,1,1,1,0,3,21,4,0,1,5,0.431372549019608,0.333333333333333,0.235294117647059,12,22,20.8421052631579,0.545454545454545,12,17,16.1052631578947,0.705882352941177,12,12,11.3684210526316,1,0.634615384615385,25,33,31.2631578947368,0.757575757575758,0.454545454545455,0.363636363636364,0.181818181818182,9,15,14.2105263157895,0.6,10,12,11.3684210526316,0.833333333333333,6,6,5.68421052631579,1,1,1,0.947368421052632,0.0196078431372549,1,1,0,1,3,2.84210526315789,0.0576923076923077,0.333333333333333,2,4,3.78947368421053,0.0769230769230769,0.0784313725490196,0.5,0,1,0.947368421052632,0.0192307692307692,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,5,4.73684210526316,4,1,0.8,1,3,5,0,4.73684210526316,1,0.947368421052632,1,0,1,0,4,4,3.78947368421053,1,0.947368421052632,28,1,7,6.63157894736842,3,4,0,0,0,4,3.78947368421053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
"DeCesare","SBFC",1,36,0,0,1,2.5,0,0,0,1,0.276290397645262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,6,15,0.5,3,6,15,0.5,2,3,7.5,0.666666666666667,0.5,0.5,0.333333333333333,0.166666666666667,1,3,7.5,0.333333333333333,1,2,5,0.5,1,1,2.5,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0.333333333333333,0.166666666666667,1,3,7.5,0.333333333333333,1,2,5,0.5,1,1,2.5,1,0.5,2,3,7.5,0.666666666666667,0.666666666666667,0.333333333333333,0,1,2,5,0.5,1,1,2.5,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,2,2,0,5,6,15,4,2,0.666666666666667,1,0,1,2.5,0,0,10,3,0,0,0,0,1,2.5,0,0,0,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA
