Player,Team,GP,MP,GS,Goals,Shots,Shots.per.90,Shot.Accuracy,Shot.GK.Stop,Shot.Def.Stop,Shot.Miss,xG,Shot.Pressed,Pct.Shots.Pressed,A6.Shots,A18.Shots,A3L.Shots,A3C.Shots,A3R.Shots,Far.Shots,Assists,Key.Passes,Key.Assists,Second.Assists,Assists.per.90,Key.Passes.per.90,Big.Chances,Big.Chances.per.90,BC.Scored,BC.Conversion.Pct,BC.SOG,BC.Shot.Miss,BC.Dispossess,BC.Created,BC.Lost,Pass.Comp,Pass.Att,Pass.Att.per.90,Pass.Comp.Pct,opPass.Comp,opPass.Att,opPass.Att.per.90,opPass.Comp.Pct,opPPass.Comp,opPPass.Att,opPPass.Att.per.90,opPPass.Comp.Pct,Pct.opPass.Pressed,rFreq.Pass.Fwd,rFreq.Pass.Side,rFreq.Pass.Back,fwPass.Comp,fwPass.Att,fwPass.Att.per.90,fwPass.Comp.Pct,sPass.Comp,sPass.Att,sPass.Att.per.90,sPass.Comp.Pct,bPass.Comp,bPass.Att,bPass.Att.per.90,bPass.Comp.Pct,rFreq.A3.Passes,rFreq.M3.Passes,rFreq.D3.Passes,A3Pass.Comp,A3Pass.Att,A3Pass.Att.per.90,A3Pass.Comp.Pct,M3Pass.Comp,M3Pass.Att,M3Pass.Att.per.90,M3Pass.Comp.Pct,D3Pass.Comp,D3Pass.Att,D3Pass.Att.per.90,D3Pass.Comp.Pct,rFreq.A3.opPasses,rFreq.M3.opPasses,rFreq.D3.opPasses,A3opPass.Comp,A3opPass.Att,A3opPass.Att.per.90,A3opPass.Comp.Pct,M3opPass.Comp,M3opPass.Att,M3opPass.Att.per.90,M3opPass.Comp.Pct,D3opPass.Comp,D3opPass.Att,D3opPass.Att.per.90,D3opPass.Comp.Pct,Pass.Comp.D3toD3,Pass.Comp.D3toM3,Pass.Comp.D3toA3,Pass.Comp.M3toD3,Pass.Comp.M3toM3,Pass.Comp.M3toA3,Pass.Comp.A3toD3,Pass.Comp.A3toM3,Pass.Comp.A3toA3,rFreq.opPass.Fwd,rFreq.opPass.Side,rFreq.opPass.Back,fwopPass.Comp,fwopPass.Att,fwopPass.Att.per.90,fwopPass.Comp.Pct,sopPass.Comp,sopPass.Att,sopPass.Att.per.90,sopPass.Comp.Pct,bopPass.Comp,bopPass.Att,bopPass.Att.per.90,bopPass.Comp.Pct,Pct.Passes.Pressed,PPass.Comp,PPass.Att,PPass.Att.per.90,PPass.Comp.Pct,rFreq.PPass.Fwd,rFreq.PPass.Side,rFreq.PPass.Back,fwPPass.Comp,fwPPass.Att,fwPPass.Att.per.90,fwPPass.Comp.Pct,sPPass.Comp,sPPass.Att,sPPass.Att.per.90,sPPass.Comp.Pct,bPPass.Comp,bPPass.Att,bPPass.Att.per.90,bPPass.Comp.Pct,Cross.Comp,Cross.Att,Cross.Att.per.90,Cross.Att.per.opPass,Cross.Comp.Pct,Corner.Crosses,Deep.Crosses,Launch.Comp,Launch.Att,Launch.Att.per.90,Launch.Att.per.Pass,Launch.Comp.Pct,Through.Comp,Through.Att,Through.Att.per.90,Through.Att.per.Pass,Through.Att.per.opPass,Through.Comp.Pct,Throw.In.Comp,Throw.In.Att,Throw.In.Att.per.90,Throw.In.Att.per.Pass,Throw.In.Comp.Pct,Corner.Kicks.Completed,Corner.Kicks.Taken,CK.Comp.Pct,CK.Assist,CK.Key.Pass,FK.Pass.Comp,FK.Pass.Att,FK.Pass.Comp.Pct,FK.Assist,FK.Key.Pass,FK.Shot,FK.Scored,Free.Kicks.Taken,Take.Ons,Take.Ons.per.90,TO.Won,TO.Lost,TO.Win.Pct,Dispossessed,Lost.Touches,All.Possessions.Disrupted,Poss.Disrupted.per.90,Aerial.Duels,Aerial.Duels.per.90,AD.Won,AD.Lost,AD.Win.Pct,Tackles,Dispossesses,All.Opp.Poss.Disrupted,Opp.Poss.Disrupted.per.90,Dribbled,Dribbled.per.90,Press.Opp,Challenge.Opp,Recoveries,Def.Recoveries,Poss.Recoveries,Recoveries.per.90,Interceptions,Int.per.90,Int.per.OP.Pass,Blocks,Blocks.per.90,Clearances,Clearances.per.90,Ball.Shields,Offsides,Fouls.Won,Fouls.Conceded,Yellow.Cards,Red.Cards,Penalties.Won,Penalties.Conceded,E.to.Goals,OG,E.to.Big.Chances,BC.Stopped,Saves,Goals.Allowed,GK.SOG.Faced,GperSOG,BC.SOG.Faced,BC.Saves,BC.Goals.Allowed,GperBCSOG,High.Balls.Faced,HB.Won,HB.Lost,HB.Caught,HB.Punched,HB.Parried,HB.Collected,HB.Fouls.Won,Crosses.Faced,Crosses.Won,Crosses.Lost,Corner.Kicks.Faced,CKs.Won,CKs.Lost,Free.Kicks.Faced,FKs.Won,FKs.Lost,no,Smothers.Won,Smothers.Lost,GK.Overall.Pass.Comp,GK.Overall.Pass.Att,GK.Overall.Pass.Comp.Pct,GK.Throw.Comp,GK.Throw.Att,GK.Throw.Comp.Pct,GK.Drop.Kick.Comp,GK.Drop.Kick.Att,GK.Drop.Kick.Comp.Pct,GKFK.Comp,GKFK.Att,GKFK.Comp.Pct
Cruz,2,1,26,0,0,1,3.461538462,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17.30769231,0.8,3,3,10.38461538,1,2,2,6.923076923,1,0.666666667,0.4,0,0.6,1,2,6.923076923,0.5,0,0,0,0,3,3,10.38461538,1,0,0.8,0.2,0,0,0,0,3,4,13.84615385,0.75,1,1,3.461538462,1,0,1,0,0,0,0,0,3,3,10.38461538,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0.333333333,0,0.666666667,1,1,3.461538462,1,0,0,0,0,2,2,6.923076923,1,0.4,2,2,6.923076923,1,0.5,0,0.5,1,1,3.461538462,1,0,0,0,0,1,1,3.461538462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.923076923,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.461538462,1,3.461538462,0,1,0,1,0,1,3.461538462,1,3.461538462,6,3,0,0,0,0,1,3.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz,2,1,26,0,0,1,3.461538462,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17.30769231,0.8,3,3,10.38461538,1,2,2,6.923076923,1,0.666666667,0.4,0,0.6,1,2,6.923076923,0.5,0,0,0,0,3,3,10.38461538,1,0,0.8,0.2,0,0,0,0,3,4,13.84615385,0.75,1,1,3.461538462,1,0,1,0,0,0,0,0,3,3,10.38461538,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0.333333333,0,0.666666667,1,1,3.461538462,1,0,0,0,0,2,2,6.923076923,1,0.4,2,2,6.923076923,1,0.5,0,0.5,1,1,3.461538462,1,0,0,0,0,1,1,3.461538462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.923076923,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.461538462,1,3.461538462,0,1,0,1,0,1,3.461538462,1,3.461538462,6,3,0,0,0,0,1,3.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmonds,1,1,95,1,0,1,0.947368421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,35.05263158,0.72972973,24,30,28.42105263,0.8,17,19,18,0.894736842,0.633333333,0.459459459,0.297297297,0.243243243,11,17,16.10526316,0.647058824,7,11,10.42105263,0.636363636,9,9,8.526315789,1,0.378378378,0.540540541,0.081081081,8,14,13.26315789,0.571428571,16,20,18.94736842,0.8,3,3,2.842105263,1,0.233333333,0.666666667,0.1,5,7,6.631578947,0.714285714,16,20,18.94736842,0.8,3,3,2.842105263,1,1,2,0,1,14,1,0,1,7,0.566666667,0.166666667,0.266666667,11,17,16.10526316,0.647058824,5,5,4.736842105,1,8,8,7.578947368,1,0.513513514,17,19,18,0.894736842,0.473684211,0.210526316,0.315789474,7,9,8.526315789,0.777777778,4,4,3.789473684,1,6,6,5.684210526,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2.842105263,0.081081081,0.1,0.666666667,0,0,0,0,0,3,6,0.5,0,0,0,1,0,0,0,0,0,1,3,2.842105263,2,1,0.666666667,0,2,3,2.842105263,0,0,0,0,0,2,0,2,1.894736842,1,0.947368421,27,2,3,3,0,0,4,3.789473684,0,2,1.894736842,2,1.894736842,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmonds,1,1,95,1,0,1,0.947368421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,35.05263158,0.72972973,24,30,28.42105263,0.8,17,19,18,0.894736842,0.633333333,0.459459459,0.297297297,0.243243243,11,17,16.10526316,0.647058824,7,11,10.42105263,0.636363636,9,9,8.526315789,1,0.378378378,0.540540541,0.081081081,8,14,13.26315789,0.571428571,16,20,18.94736842,0.8,3,3,2.842105263,1,0.233333333,0.666666667,0.1,5,7,6.631578947,0.714285714,16,20,18.94736842,0.8,3,3,2.842105263,1,1,2,0,1,14,1,0,1,7,0.566666667,0.166666667,0.266666667,11,17,16.10526316,0.647058824,5,5,4.736842105,1,8,8,7.578947368,1,0.513513514,17,19,18,0.894736842,0.473684211,0.210526316,0.315789474,7,9,8.526315789,0.777777778,4,4,3.789473684,1,6,6,5.684210526,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2.842105263,0.081081081,0.1,0.666666667,0,0,0,0,0,3,6,0.5,0,0,0,1,0,0,0,0,0,1,3,2.842105263,2,1,0.666666667,0,2,3,2.842105263,0,0,0,0,0,2,0,2,1.894736842,1,0.947368421,27,2,3,3,0,0,4,3.789473684,0,2,1.894736842,2,1.894736842,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwards,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22.5,1,2,2,22.5,1,0,0,0,0,0,0.5,0.5,0,1,1,11.25,1,1,1,11.25,1,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1,11.25,1,1,1,11.25,1,0,0.5,0.5,0,0,0,0,1,1,11.25,1,1,1,11.25,1,1,0,0,0,1,0,0,0,0,0.5,0.5,0,1,1,11.25,1,1,1,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.25,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwards,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22.5,1,2,2,22.5,1,0,0,0,0,0,0.5,0.5,0,1,1,11.25,1,1,1,11.25,1,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1,11.25,1,1,1,11.25,1,0,0.5,0.5,0,0,0,0,1,1,11.25,1,1,1,11.25,1,1,0,0,0,1,0,0,0,0,0.5,0.5,0,1,1,11.25,1,1,1,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.25,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elston,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,55.86206897,0.5,8,17,52.75862069,0.470588235,4,8,24.82758621,0.5,0.470588235,0.666666667,0.222222222,0.111111111,3,12,37.24137931,0.25,4,4,12.4137931,1,2,2,6.206896552,1,0.277777778,0.666666667,0.055555556,3,5,15.51724138,0.6,6,12,37.24137931,0.5,0,1,3.103448276,0,0.294117647,0.647058824,0.058823529,3,5,15.51724138,0.6,5,11,34.13793103,0.454545455,0,1,3.103448276,0,0,0,0,0,6,0,0,0,3,0.705882353,0.235294118,0.058823529,3,12,37.24137931,0.25,4,4,12.4137931,1,1,1,3.103448276,1,0.444444444,4,8,24.82758621,0.5,0.75,0.25,0,2,6,18.62068966,0.333333333,2,2,6.206896552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.103448276,0.055555556,0,0,3,9.310344828,0.166666667,0.176470588,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3.103448276,1,0,1,0,0,0,0,4,12.4137931,3,1,0.75,1,0,1,3.103448276,1,3.103448276,3,3,3,2,1,0,1,3.103448276,0,1,3.103448276,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elston,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,55.86206897,0.5,8,17,52.75862069,0.470588235,4,8,24.82758621,0.5,0.470588235,0.666666667,0.222222222,0.111111111,3,12,37.24137931,0.25,4,4,12.4137931,1,2,2,6.206896552,1,0.277777778,0.666666667,0.055555556,3,5,15.51724138,0.6,6,12,37.24137931,0.5,0,1,3.103448276,0,0.294117647,0.647058824,0.058823529,3,5,15.51724138,0.6,5,11,34.13793103,0.454545455,0,1,3.103448276,0,0,0,0,0,6,0,0,0,3,0.705882353,0.235294118,0.058823529,3,12,37.24137931,0.25,4,4,12.4137931,1,1,1,3.103448276,1,0.444444444,4,8,24.82758621,0.5,0.75,0.25,0,2,6,18.62068966,0.333333333,2,2,6.206896552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.103448276,0.055555556,0,0,3,9.310344828,0.166666667,0.176470588,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3.103448276,1,0,1,0,0,0,0,4,12.4137931,3,1,0.75,1,0,1,3.103448276,1,3.103448276,3,3,3,2,1,0,1,3.103448276,0,1,3.103448276,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fletcher,2,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,71.73913043,0.909090909,46,50,65.2173913,0.92,27,29,37.82608696,0.931034483,0.58,0.581818182,0.181818182,0.236363636,28,32,41.73913043,0.875,10,10,13.04347826,1,12,13,16.95652174,0.923076923,0.145454545,0.618181818,0.236363636,6,8,10.43478261,0.75,32,34,44.34782609,0.941176471,12,13,16.95652174,0.923076923,0.16,0.6,0.24,6,8,10.43478261,0.75,28,30,39.13043478,0.933333333,12,12,15.65217391,1,5,7,0,2,25,5,0,0,6,0.54,0.2,0.26,24,27,35.2173913,0.888888889,10,10,13.04347826,1,12,13,16.95652174,0.923076923,0.527272727,27,29,37.82608696,0.931034483,0.620689655,0.137931034,0.24137931,17,18,23.47826087,0.944444444,4,4,5.217391304,1,6,7,9.130434783,0.857142857,1,2,2.608695652,0.04,0.5,2,0,0,2,2.608695652,0.036363636,0,0,0,0,0,0,0,4,5,6.52173913,0.090909091,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.913043478,0,3,0,0,0,0,0,0,0,8,3,6,3,3,0,8,10.43478261,0,5,6.52173913,2,2.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fletcher,2,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,71.73913043,0.909090909,46,50,65.2173913,0.92,27,29,37.82608696,0.931034483,0.58,0.581818182,0.181818182,0.236363636,28,32,41.73913043,0.875,10,10,13.04347826,1,12,13,16.95652174,0.923076923,0.145454545,0.618181818,0.236363636,6,8,10.43478261,0.75,32,34,44.34782609,0.941176471,12,13,16.95652174,0.923076923,0.16,0.6,0.24,6,8,10.43478261,0.75,28,30,39.13043478,0.933333333,12,12,15.65217391,1,5,7,0,2,25,5,0,0,6,0.54,0.2,0.26,24,27,35.2173913,0.888888889,10,10,13.04347826,1,12,13,16.95652174,0.923076923,0.527272727,27,29,37.82608696,0.931034483,0.620689655,0.137931034,0.24137931,17,18,23.47826087,0.944444444,4,4,5.217391304,1,6,7,9.130434783,0.857142857,1,2,2.608695652,0.04,0.5,2,0,0,2,2.608695652,0.036363636,0,0,0,0,0,0,0,4,5,6.52173913,0.090909091,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.913043478,0,3,0,0,0,0,0,0,0,8,3,6,3,3,0,8,10.43478261,0,5,6.52173913,2,2.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagen,1,1,58,1,1,1,1.551724138,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.551724138,1,1,0,0,0,0,0,11,14,21.72413793,0.785714286,11,14,21.72413793,0.785714286,6,8,12.4137931,0.75,0.571428571,0.071428571,0.285714286,0.642857143,0,1,1.551724138,0,3,4,6.206896552,0.75,8,9,13.96551724,0.888888889,0.285714286,0.714285714,0,3,4,6.206896552,0.75,8,10,15.51724138,0.8,0,0,0,0,0.285714286,0.714285714,0,3,4,6.206896552,0.75,8,10,15.51724138,0.8,0,0,0,0,0,0,0,0,8,0,0,0,3,0.071428571,0.285714286,0.642857143,0,1,1.551724138,0,3,4,6.206896552,0.75,8,9,13.96551724,0.888888889,0.571428571,6,8,12.4137931,0.75,0.125,0.125,0.75,0,1,1.551724138,0,1,1,1.551724138,1,5,6,9.310344828,0.833333333,0,1,1.551724138,0.071428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4.655172414,9,13.96551724,4,5,0.444444444,0,0,0,0,1,1.551724138,11,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagen,1,1,58,1,1,1,1.551724138,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.551724138,1,1,0,0,0,0,0,11,14,21.72413793,0.785714286,11,14,21.72413793,0.785714286,6,8,12.4137931,0.75,0.571428571,0.071428571,0.285714286,0.642857143,0,1,1.551724138,0,3,4,6.206896552,0.75,8,9,13.96551724,0.888888889,0.285714286,0.714285714,0,3,4,6.206896552,0.75,8,10,15.51724138,0.8,0,0,0,0,0.285714286,0.714285714,0,3,4,6.206896552,0.75,8,10,15.51724138,0.8,0,0,0,0,0,0,0,0,8,0,0,0,3,0.071428571,0.285714286,0.642857143,0,1,1.551724138,0,3,4,6.206896552,0.75,8,9,13.96551724,0.888888889,0.571428571,6,8,12.4137931,0.75,0.125,0.125,0.75,0,1,1.551724138,0,1,1,1.551724138,1,5,6,9.310344828,0.833333333,0,1,1.551724138,0.071428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4.655172414,9,13.96551724,4,5,0.444444444,0,0,0,0,1,1.551724138,11,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harris,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,34.10526316,0.944444444,27,28,26.52631579,0.964285714,0,0,0,0,0,0.861111111,0.138888889,0,29,31,29.36842105,0.935483871,5,5,4.736842105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,36,34.10526316,0.944444444,0,0,1,0,0,0,0,0,0,0,0,27,28,26.52631579,0.964285714,30,4,0,0,0,0,0,0,0,0.761904762,0.238095238,0,15,16,15.15789474,0.9375,5,5,4.736842105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4.736842105,0.138888889,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.947368421,1,0,1,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,0.947368421,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0.944444444,5,5,1,1,2,0.5,8,8,1
Harris,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,34.10526316,0.944444444,27,28,26.52631579,0.964285714,0,0,0,0,0,0.861111111,0.138888889,0,29,31,29.36842105,0.935483871,5,5,4.736842105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,36,34.10526316,0.944444444,0,0,1,0,0,0,0,0,0,0,0,27,28,26.52631579,0.964285714,30,4,0,0,0,0,0,0,0,0.761904762,0.238095238,0,15,16,15.15789474,0.9375,5,5,4.736842105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4.736842105,0.138888889,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.947368421,1,0,1,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,0.947368421,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0.944444444,5,5,1,1,2,0.5,8,8,1
Hickmann Alves,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,63.47368421,0.850746269,57,67,63.47368421,0.850746269,9,13,12.31578947,0.692307692,0.194029851,0.47761194,0.343283582,0.179104478,23,32,30.31578947,0.71875,22,23,21.78947368,0.956521739,12,12,11.36842105,1,0,0.313432836,0.686567164,0,0,0,0,19,21,19.89473684,0.904761905,38,46,43.57894737,0.826086957,0,0.313432836,0.686567164,0,0,0,0,19,21,19.89473684,0.904761905,38,46,43.57894737,0.826086957,28,10,0,4,15,0,0,0,0,0.47761194,0.343283582,0.179104478,23,32,30.31578947,0.71875,22,23,21.78947368,0.956521739,12,12,11.36842105,1,0.194029851,9,13,12.31578947,0.692307692,0.538461538,0.230769231,0.230769231,4,7,6.631578947,0.571428571,2,3,2.842105263,0.666666667,3,3,2.842105263,1,0,0,0,0,0,0,0,2,6,5.684210526,0.089552239,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.947368421,2,1.894736842,2,0,1,0,1,1,0.947368421,0,0,10,3,1,1,0,0,7,6.631578947,0,0,0,3,2.842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hickmann Alves,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,63.47368421,0.850746269,57,67,63.47368421,0.850746269,9,13,12.31578947,0.692307692,0.194029851,0.47761194,0.343283582,0.179104478,23,32,30.31578947,0.71875,22,23,21.78947368,0.956521739,12,12,11.36842105,1,0,0.313432836,0.686567164,0,0,0,0,19,21,19.89473684,0.904761905,38,46,43.57894737,0.826086957,0,0.313432836,0.686567164,0,0,0,0,19,21,19.89473684,0.904761905,38,46,43.57894737,0.826086957,28,10,0,4,15,0,0,0,0,0.47761194,0.343283582,0.179104478,23,32,30.31578947,0.71875,22,23,21.78947368,0.956521739,12,12,11.36842105,1,0.194029851,9,13,12.31578947,0.692307692,0.538461538,0.230769231,0.230769231,4,7,6.631578947,0.571428571,2,3,2.842105263,0.666666667,3,3,2.842105263,1,0,0,0,0,0,0,0,2,6,5.684210526,0.089552239,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.947368421,2,1.894736842,2,0,1,0,1,1,0.947368421,0,0,10,3,1,1,0,0,7,6.631578947,0,0,0,3,2.842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
