"Player","Team","GP","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Att.per.90","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Att.per.90","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Att.per.90","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Att.per.90","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Att.per.90","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Att.per.90","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Att.per.90","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Att.per.90","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Att.per.90","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Att.per.90","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Att.per.90","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Att.per.90","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Att.per.90","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Att.per.90","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Att.per.90","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Att.per.90","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Att.per.90","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Att.per.90","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Att.per.90","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","Take.Ons.per.90","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","NA","Poss.Disrupted.per.90","Aerial.Duels","Aerial.Duels.per.90","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","All.Opp.Poss.Disrupted","Opp.Poss.Disrupted.per.90","Dribbled","Dribbled.per.90","Press.Opp","Challenge.Opp","Recoveries","Recoveries.per.90","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Blocks.per.90","Clearances","Clearances.per.90","Ball.Shields","Offsides","Fouls.Won","Fouls.Conceded","Yellow.Cards","Red.Cards","Penalties.Won","Penalties.Conceded","E.to.Goals","OG","E.to.Big.Chances","BC.Stopped","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","no","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Klingenberg","PTFC",1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63,59.0625,0.841269841269841,35,44,41.25,0.795454545454545,24,29,27.1875,0.827586206896552,0.659090909090909,0.492063492063492,0.222222222222222,0.285714285714286,22,31,29.0625,0.709677419354839,13,14,13.125,0.928571428571429,18,18,16.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.227272727272727,0.272727272727273,14,22,20.625,0.636363636363636,9,10,9.375,0.9,12,12,11.25,1,0.476190476190476,25,30,28.125,0.833333333333333,0.433333333333333,0.233333333333333,0.333333333333333,9,13,12.1875,0.692307692307692,6,7,6.5625,0.857142857142857,10,10,9.375,1,1,4,3.75,0.0909090909090909,0.25,2,2,1,5,4.6875,0.0793650793650794,0.2,2,3,2.8125,0.0476190476190476,0.0681818181818182,0.666666666666667,17,18,16.875,0.285714285714286,0.944444444444444,0,0,0,0,0,1,1,1,0,0,0,0,1,5,4.6875,5,0,1,2,0,2,0,1.875,1,0.9375,0,1,0,2,0,2,1.875,2,1.875,19,1,6,5.625,3,3,0,0,0,6,5.625,2,1.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laddish","FCKC",1,96,1,0,1,0.9375,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0.9375,0,0,0,0,0,0,0,0,0,24,29,27.1875,0.827586206896552,24,29,27.1875,0.827586206896552,15,17,15.9375,0.882352941176471,0.586206896551724,0.310344827586207,0.275862068965517,0.413793103448276,7,9,8.4375,0.777777777777778,6,8,7.5,0.75,11,12,11.25,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344827586207,0.275862068965517,0.413793103448276,7,9,8.4375,0.777777777777778,6,8,7.5,0.75,11,12,11.25,0.916666666666667,0.586206896551724,15,17,15.9375,0.882352941176471,0.294117647058824,0.352941176470588,0.352941176470588,4,5,4.6875,0.8,5,6,5.625,0.833333333333333,6,6,5.625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9375,0.0344827586206897,0.0344827586206897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5625,6,1,0.857142857142857,2,3,6,0,5.625,12,11.25,4,8,0.333333333333333,4,1,5,4.6875,3,2.8125,34,7,13,12.1875,10,3,0,0,0,4,3.75,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Long","PTFC",1,96,1,0,2,1.875,0.5,1,0,1,0,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71,66.5625,0.845070422535211,59,70,65.625,0.842857142857143,34,38,35.625,0.894736842105263,0.542857142857143,0.47887323943662,0.366197183098592,0.154929577464789,24,34,31.875,0.705882352941177,25,26,24.375,0.961538461538462,11,11,10.3125,1,1,0,0,1,1,0.9375,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.9375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485714285714286,0.357142857142857,0.157142857142857,24,34,31.875,0.705882352941177,24,25,23.4375,0.96,11,11,10.3125,1,0.535211267605634,34,38,35.625,0.894736842105263,0.394736842105263,0.394736842105263,0.210526315789474,12,15,14.0625,0.8,14,15,14.0625,0.933333333333333,8,8,7.5,1,0,0,0,0,0,0,0,4,6,5.625,0.0845070422535211,0.666666666666667,1,2,1.875,0.028169014084507,0.0285714285714286,0.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,11,10.3125,8,3,0.727272727272727,3,1,7,0,6.5625,5,4.6875,1,4,0.2,4,6,10,9.375,3,2.8125,41,7,13,12.1875,9,4,3,2.8125,0,1,0.9375,1,0.9375,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McCarty","FCKC",1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9.72972972972973,0.75,3,4,9.72972972972973,0.75,2,2,4.86486486486486,1,0.5,0.25,0.25,0.5,0,1,2.43243243243243,0,1,1,2.43243243243243,1,2,2,4.86486486486486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,2.43243243243243,0,1,1,2.43243243243243,1,2,2,4.86486486486486,1,0.5,2,2,4.86486486486486,1,0,0.5,0.5,0,0,0,0,1,1,2.43243243243243,1,1,1,2.43243243243243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.86486486486486,0,2,0,1,1,4,0,9.72972972972973,3,7.2972972972973,0,3,0,2,0,2,4.86486486486486,1,2.43243243243243,17,1,1,2.43243243243243,1,0,0,0,0,2,4.86486486486486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Menges","PTFC",1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,62,58.125,0.951612903225806,57,60,56.25,0.95,10,12,11.25,0.833333333333333,0.2,0.532258064516129,0.387096774193548,0.0806451612903226,31,33,30.9375,0.939393939393939,24,24,22.5,1,4,5,4.6875,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516666666666667,0.4,0.0833333333333333,29,31,29.0625,0.935483870967742,24,24,22.5,1,4,5,4.6875,0.8,0.193548387096774,10,12,11.25,0.833333333333333,0.833333333333333,0.0833333333333333,0.0833333333333333,9,10,9.375,0.9,1,1,0.9375,1,0,1,0.9375,0,0,0,0,0,0,0,0,1,1,0.9375,0.0161290322580645,1,1,2,1.875,0.032258064516129,0.0333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2,1.875,1,1,0.5,0,3,4,0,3.75,5,4.6875,3,2,0.6,0,0,0,0,1,0.9375,11,2,10,9.375,5,5,2,1.875,0,3,2.8125,2,1.875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nadim","PTFC",1,96,1,0,1,0.9375,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,17.8125,0.736842105263158,14,19,17.8125,0.736842105263158,9,11,10.3125,0.818181818181818,0.578947368421053,0.263157894736842,0.263157894736842,0.473684210526316,2,5,4.6875,0.4,3,5,4.6875,0.6,9,9,8.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157894736842,0.263157894736842,0.473684210526316,2,5,4.6875,0.4,3,5,4.6875,0.6,9,9,8.4375,1,0.578947368421053,9,11,10.3125,0.818181818181818,0.272727272727273,0.181818181818182,0.545454545454545,1,3,2.8125,0.333333333333333,2,2,1.875,1,6,6,5.625,1,0,1,0.9375,0.0526315789473684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8125,1,2,0.333333333333333,4,6,12,0,11.25,11,10.3125,2,9,0.181818181818182,0,1,1,0.9375,0,0,18,2,6,5.625,3,3,0,0,0,1,0.9375,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O'Reilly","FCKC",1,96,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0.9375,0.9375,0,0,0,0,0,0,0,0,0,17,26,24.375,0.653846153846154,17,26,24.375,0.653846153846154,11,13,12.1875,0.846153846153846,0.5,0.346153846153846,0.538461538461538,0.115384615384615,4,9,8.4375,0.444444444444444,10,14,13.125,0.714285714285714,3,3,2.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346153846153846,0.538461538461538,0.115384615384615,4,9,8.4375,0.444444444444444,10,14,13.125,0.714285714285714,3,3,2.8125,1,0.5,11,13,12.1875,0.846153846153846,0.307692307692308,0.615384615384615,0.0769230769230769,3,4,3.75,0.75,7,8,7.5,0.875,1,1,0.9375,1,1,5,4.6875,0.192307692307692,0.2,5,0,1,3,2.8125,0.115384615384615,0.333333333333333,1,1,0.9375,0.0384615384615385,0.0384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.625,1,5,0.166666666666667,2,1,8,0,7.5,3,2.8125,1,2,0.333333333333333,3,6,9,8.4375,7,6.5625,36,5,9,8.4375,5,4,1,0.9375,0,2,1.875,1,0.9375,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raso","PTFC",1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,24,0.416666666666667,5,12,24,0.416666666666667,3,5,10,0.6,0.416666666666667,0.333333333333333,0.5,0.166666666666667,0,4,8,0,3,6,12,0.5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.5,0.166666666666667,0,4,8,0,3,6,12,0.5,2,2,4,1,0.416666666666667,3,5,10,0.6,0.2,0.8,0,0,1,2,0,3,4,8,0.75,0,0,0,0,0,4,8,0.333333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,0.333333333333333,0,2,4,0,8,2,4,0,2,0,1,0,1,2,2,4,3,0,3,6,0,3,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reynolds","PTFC",1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,20.625,0.818181818181818,15,17,15.9375,0.882352941176471,5,5,4.6875,1,0.294117647058824,0.5,0.181818181818182,0.318181818181818,8,11,10.3125,0.727272727272727,3,4,3.75,0.75,7,7,6.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764705882353,0.176470588235294,0.411764705882353,6,7,6.5625,0.857142857142857,2,3,2.8125,0.666666666666667,7,7,6.5625,1,0.227272727272727,5,5,4.6875,1,0.4,0.2,0.4,2,2,1.875,1,1,1,0.9375,1,2,2,1.875,1,1,2,1.875,0.117647058823529,0.5,1,1,0,1,0.9375,0.0454545454545455,0,0,0,0,0,0,0,3,5,4.6875,0.227272727272727,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9375,1,0,1,0,1,1,0,0.9375,3,2.8125,3,0,1,1,1,2,1.875,0,0,4,1,2,1.875,2,0,0,0,0,0,0,2,1.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauerbrunn","FCKC",1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,28.125,0.9,24,25,23.4375,0.96,15,15,14.0625,1,0.6,0.733333333333333,0.166666666666667,0.1,19,22,20.625,0.863636363636364,5,5,4.6875,1,3,3,2.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.2,0.12,16,17,15.9375,0.941176470588235,5,5,4.6875,1,3,3,2.8125,1,0.5,15,15,14.0625,1,0.666666666666667,0.133333333333333,0.2,10,10,9.375,1,2,2,1.875,1,3,3,2.8125,1,0,0,0,0,0,0,0,5,7,6.5625,0.233333333333333,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,0,0,0,0,5,1,0.9375,1,0,1,0,1,1,0,0.9375,12,11.25,11,1,0.916666666666667,3,0,3,2.8125,0,0,11,7,6,5.625,4,2,3,2.8125,0,8,7.5,6,5.625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott","FCKC",1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,22.5,0.833333333333333,19,23,21.5625,0.826086956521739,15,16,15,0.9375,0.695652173913043,0.375,0.375,0.25,6,9,8.4375,0.666666666666667,8,9,8.4375,0.888888888888889,6,6,5.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,0.391304347826087,0.217391304347826,6,9,8.4375,0.666666666666667,8,9,8.4375,0.888888888888889,5,5,4.6875,1,0.666666666666667,15,16,15,0.9375,0.1875,0.5625,0.25,3,3,2.8125,1,8,9,8.4375,0.888888888888889,4,4,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.875,0.0833333333333333,0.0869565217391304,0.5,1,1,0.9375,0.0416666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.625,3,3,0.5,1,1,5,0,4.6875,5,4.6875,1,4,0.2,2,3,5,4.6875,3,2.8125,31,4,19,17.8125,15,4,2,1.875,0,4,3.75,1,0.9375,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shim","PTFC",1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.09090909090909,0,0,0,0,0,0,0,0,0,4,5,20.4545454545455,0.8,4,5,20.4545454545455,0.8,3,4,16.3636363636364,0.75,0.8,0.2,0.6,0.2,1,1,4.09090909090909,1,2,3,12.2727272727273,0.666666666666667,1,1,4.09090909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,1,1,4.09090909090909,1,2,3,12.2727272727273,0.666666666666667,1,1,4.09090909090909,1,0.8,3,4,16.3636363636364,0.75,0.25,0.5,0.25,1,1,4.09090909090909,1,1,2,8.18181818181818,0.5,1,1,4.09090909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.09090909090909,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.09090909090909,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,4.09090909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sonnett","PTFC",1,96,1,0,1,0.9375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,48.75,0.903846153846154,45,49,45.9375,0.918367346938776,17,20,18.75,0.85,0.408163265306122,0.557692307692308,0.365384615384615,0.0769230769230769,24,29,27.1875,0.827586206896552,19,19,17.8125,1,4,4,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0.36734693877551,0.0612244897959184,24,28,26.25,0.857142857142857,18,18,16.875,1,3,3,2.8125,1,0.384615384615385,17,20,18.75,0.85,0.5,0.35,0.15,7,10,9.375,0.7,7,7,6.5625,1,3,3,2.8125,1,0,0,0,0,0,0,0,2,4,3.75,0.0769230769230769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,0,0,0,0,3,5,4.6875,3,2,0.6,1,0,3,0,2.8125,5,4.6875,3,2,0.6,0,1,1,0.9375,1,0.9375,8,4,11,10.3125,10,1,2,1.875,0,2,1.875,2,1.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor","FCKC",1,96,1,0,1,0.9375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,34.6875,0.621621621621622,15,24,22.5,0.625,12,15,14.0625,0.8,0.625,0.594594594594595,0.162162162162162,0.243243243243243,10,22,20.625,0.454545454545455,5,6,5.625,0.833333333333333,8,9,8.4375,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458333333333333,0.166666666666667,0.375,4,11,10.3125,0.363636363636364,3,4,3.75,0.75,8,9,8.4375,0.888888888888889,0.405405405405405,12,15,14.0625,0.8,0.4,0.2,0.4,3,6,5.625,0.5,3,3,2.8125,1,6,6,5.625,1,2,3,2.8125,0.125,0.666666666666667,3,0,2,5,4.6875,0.135135135135135,0.4,0,1,0.9375,0.027027027027027,0.0416666666666667,0,8,13,12.1875,0.351351351351351,0.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8125,2,1,0.666666666666667,2,2,5,0,4.6875,1,0.9375,0,1,0,0,1,1,0.9375,4,3.75,17,5,7,6.5625,6,1,3,2.8125,0,2,1.875,2,1.875,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tymrak","FCKC",1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,37.3584905660377,0.681818181818182,15,22,37.3584905660377,0.681818181818182,13,20,33.9622641509434,0.65,0.909090909090909,0.272727272727273,0.5,0.227272727272727,2,6,10.188679245283,0.333333333333333,8,11,18.6792452830189,0.727272727272727,5,5,8.49056603773585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0.5,0.227272727272727,2,6,10.188679245283,0.333333333333333,8,11,18.6792452830189,0.727272727272727,5,5,8.49056603773585,1,0.909090909090909,13,20,33.9622641509434,0.65,0.3,0.45,0.25,2,6,10.188679245283,0.333333333333333,6,9,15.2830188679245,0.666666666666667,5,5,8.49056603773585,1,1,2,3.39622641509434,0.0909090909090909,0.5,2,0,1,1,1.69811320754717,0.0454545454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.2830188679245,7,2,0.777777777777778,2,1,5,0,8.49056603773585,0,0,0,0,0,0,0,0,0,3,5.09433962264151,25,6,6,10.188679245283,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weber","PTFC",1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20.7692307692308,0.666666666666667,7,11,19.0384615384615,0.636363636363636,6,9,15.5769230769231,0.666666666666667,0.818181818181818,0.333333333333333,0.166666666666667,0.5,1,4,6.92307692307692,0.25,1,2,3.46153846153846,0.5,6,6,10.3846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0.181818181818182,0.545454545454545,0,3,5.19230769230769,0,1,2,3.46153846153846,0.5,6,6,10.3846153846154,1,0.75,6,9,15.5769230769231,0.666666666666667,0.222222222222222,0.222222222222222,0.555555555555556,0,2,3.46153846153846,0,1,2,3.46153846153846,0.5,5,5,8.65384615384616,1,0,2,3.46153846153846,0.181818181818182,0,1,1,0,2,3.46153846153846,0.166666666666667,0,0,1,1.73076923076923,0.0833333333333333,0.0909090909090909,0,1,1,1.73076923076923,0.0833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.73076923076923,0,1,0,2,1,4,0,6.92307692307692,2,3.46153846153846,1,1,0.5,1,0,1,1.73076923076923,3,5.19230769230769,22,1,3,5.19230769230769,0,3,0,0,0,2,3.46153846153846,1,1.73076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
