"Player","Team","GP","MP","GS","D6.opPass.Att","D18.opPass.Att","DL.opPass.Att","DC.opPass.Att","DR.opPass.Att","DML.opPass.Att","DMC.opPass.Att","DMR.opPass.Att","AML.opPass.Att","AMC.opPass.Att","AMR.opPass.Att","AL.opPass.Att","AC.opPass.Att","AR.opPass.Att","A18.opPass.Att","A6.opPass.Att","D6.opPass.Comp","D18.opPass.Comp","DL.opPass.Comp","DC.opPass.Comp","DR.opPass.Comp","DML.opPass.Comp","DMC.opPass.Comp","DMR.opPass.Comp","AML.opPass.Comp","AMC.opPass.Comp","AMR.opPass.Comp","AL.opPass.Comp","AC.opPass.Comp","AR.opPass.Comp","A18.opPass.Comp","A6.opPass.Comp","D6.opPass.Pct","D18.opPass.Pct","DL.opPass.Pct","DC.opPass.Pct","DR.opPass.Pct","DML.opPass.Pct","DMC.opPass.Pct","DMR.opPass.Pct","AML.opPass.Pct","AMC.opPass.Pct","AMR.opPass.Pct","AL.opPass.Pct","AC.opPass.Pct","AR.opPass.Pct","A18.opPass.Pct","A6.opPass.Pct","D6.Int","D18.Int","DL.Int","DC.Int","DR.Int","DML.Int","DMC.Int","DMR.Int","AML.Int","AMC.Int","AMR.Int","AL.Int","AC.Int","AR.Int","A18.Int","A6.Int","D6.TO.Won","D18.TO.Won","DL.TO.Won","DC.TO.Won","DR.TO.Won","DML.TO.Won","DMC.TO.Won","DMR.TO.Won","AML.TO.Won","AMC.TO.Won","AMR.TO.Won","AL.TO.Won","AC.TO.Won","AR.TO.Won","A18.TO.Won","A6.TO.Won","D6.TO.Lost","D18.TO.Lost","DL.TO.Lost","DC.TO.Lost","DR.TO.Lost","DML.TO.Lost","DMC.TO.Lost","DMR.TO.Lost","AML.TO.Lost","AMC.TO.Lost","AMR.TO.Lost","AL.TO.Lost","AC.TO.Lost","AR.TO.Lost","A18.TO.Lost","A6.TO.Lost","D6.AD.Won","D18.AD.Won","DL.AD.Won","DC.AD.Won","DR.AD.Won","DML.AD.Won","DMC.AD.Won","DMR.AD.Won","AML.AD.Won","AMC.AD.Won","AMR.AD.Won","AL.AD.Won","AC.AD.Won","AR.AD.Won","A18.AD.Won","A6.AD.Won","D6.AD.Lost","D18.AD.Lost","DL.AD.Lost","DC.AD.Lost","DR.AD.Lost","DML.AD.Lost","DMC.AD.Lost","DMR.AD.Lost","AML.AD.Lost","AMC.AD.Lost","AMR.AD.Lost","AL.AD.Lost","AC.AD.Lost","AR.AD.Lost","A18.AD.Lost","A6.AD.Lost","D6.Tackles","D18.Tackles","DL.Tackles","DC.Tackles","DR.Tackles","DML.Tackles","DMC.Tackles","DMR.Tackles","AML.Tackles","AMC.Tackles","AMR.Tackles","AL.Tackles","AC.Tackles","AR.Tackles","A18.Tackles","A6.Tackles","D6.Pressure","D18.Pressure","DL.Pressure","DC.Pressure","DR.Pressure","DML.Pressure","DMC.Pressure","DMR.Pressure","AML.Pressure","AMC.Pressure","AMR.Pressure","AL.Pressure","AC.Pressure","AR.Pressure","A18.Pressure","A6.Pressure","D6.Recoveries","D18.Recoveries","DL.Recoveries","DC.Recoveries","DR.Recoveries","DML.Recoveries","DMC.Recoveries","DMR.Recoveries","AML.Recoveries","AMC.Recoveries","AMR.Recoveries","AL.Recoveries","AC.Recoveries","AR.Recoveries","A18.Recoveries","A6.Recoveries"
"Klingenberg","PTFC",1,96,1,0,1,8,0,0,11,1,0,6,1,0,15,1,0,1,0,0,1,7,0,0,10,1,0,3,1,0,12,1,0,0,0,0,1,0.875,0,0,0.909090909090909,1,0,0.5,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,2,0,2,0,0,4,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
"Laddish","FCKC",1,96,1,0,0,1,0,3,4,3,0,2,2,2,4,6,3,0,0,0,0,1,0,2,4,2,0,1,2,2,2,6,2,0,0,0,0,1,0,0.666666666666667,1,0.666666666666667,0,0.5,1,1,0.5,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,7,2,4,4,4,5,2,1,4,4,1,0,0,0,0,1,4,1,1,0,1,1,1,0,0,1,2,0
"Long","PTFC",1,96,1,0,0,6,5,2,4,14,2,2,13,6,6,7,1,2,0,0,0,6,5,2,4,11,2,1,11,6,6,5,0,1,0,0,0,1,1,1,1,0.785714285714286,1,0.5,0.846153846153846,1,1,0.714285714285714,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,6,4,6,6,2,3,10,1,2,1,0,0,0,0,0,1,2,0,1,2,0,2,3,3,0,0,0,0
"McCarty","FCKC",1,37,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,5,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Menges","PTFC",1,96,1,0,1,18,7,3,13,13,0,3,2,0,0,0,0,0,0,0,1,18,7,2,11,13,0,3,2,0,0,0,0,0,0,0,1,1,1,0.666666666666667,0.846153846153846,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,1,0,0,0,0,0,0
"Nadim","PTFC",1,96,1,0,0,0,0,0,1,2,0,1,3,0,4,6,1,2,0,0,0,0,0,0,1,1,0,1,2,0,3,4,1,1,0,0,0,0,0,0,1,0.5,0,1,0.666666666666667,0,0.75,0.666666666666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,6,2,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0
"O'Reilly","FCKC",1,96,1,0,0,0,1,5,0,2,3,0,0,4,1,1,7,1,0,0,0,0,1,4,0,2,1,0,0,4,1,1,2,1,0,0,0,0,1,0.8,0,1,0.333333333333333,0,0,1,1,1,0.285714285714286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,7,0,1,7,0,1,9,4,0,0,0,0,1,2,0,1,1,0,0,0,0,2,2,0,0
"Raso","PTFC",1,45,0,0,0,0,0,0,0,0,1,0,2,2,1,2,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Reynolds","PTFC",1,96,1,0,0,0,1,4,0,0,4,0,1,2,0,1,4,0,0,0,0,0,1,4,0,0,4,0,1,2,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Sauerbrunn","FCKC",1,96,1,0,0,12,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,12,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,5,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
"Scott","FCKC",1,96,1,0,1,2,3,2,3,5,0,2,1,0,3,1,0,0,0,0,1,2,2,2,3,5,0,2,0,0,2,0,0,0,0,0,1,1,0.666666666666667,1,1,1,0,1,0,0,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,1,4,2,1,4,4,1,3,3,0,0,0,2,2,3,1,1,2,0,1,0,1,2,4,0,0,0
"Shim","PTFC",1,22,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sonnett","PTFC",1,96,1,0,0,1,11,9,0,17,5,0,4,0,0,1,0,0,0,0,0,1,11,8,0,17,4,0,4,0,0,1,0,0,0,0,0,1,1,0.888888888888889,0,1,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,1,0,5,1,0,1,0,0,0,0,0,0
"Taylor","FCKC",1,96,1,0,0,0,0,11,0,0,4,0,0,1,0,0,7,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0.727272727272727,0,0,0.5,0,0,1,0,0,0.571428571428571,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,4,0,0,2,0,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"Tymrak","FCKC",1,53,1,0,0,1,0,0,8,2,0,4,1,0,4,1,1,0,0,0,0,1,0,0,6,1,0,2,1,0,2,1,1,0,0,0,0,1,0,0,0.75,0.5,0,0.5,1,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,1,0,6,2,0,7,2,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0
"Weber","PTFC",1,52,1,0,0,0,0,4,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,8,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"Williamson","PTFC",1,96,1,0,0,0,0,6,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.666666666666667,0,0,0.5,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,7,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
