"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK+FK.Comp","GK+FK.Comp.Pct","GK+FK.Att"
"Delie","FRA",95,1,0,2,1.89473684210526,0.5,1,0,1,1,0.5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.947368421052632,0,0,2,1.89473684210526,0,0,1,0,1,0,0,12,20,0.6,12,20,0.6,8,13,0.615384615384615,0.65,0.4,0.25,0.35,4,8,0.5,2,5,0.4,6,7,0.857142857142857,0.4,0.25,0.35,4,8,0.5,2,5,0.4,6,7,0.857142857142857,1,8,13,0.615384615384615,0.384615384615385,0.230769230769231,0.384615384615385,3,5,0.6,1,3,0.333333333333333,4,5,0.8,0,0,0,0,0,0,0,0,0,1,0.947368421052632,0.05,0.05,0,1,2,1.89473684210526,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,7,2,0.117647058823529,17,15,2,0,0,14,2,7,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duggan","ENG",57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0.733333333333333,11,15,0.733333333333333,3,4,0.75,0.266666666666667,0.4,0.266666666666667,0.333333333333333,4,6,0.666666666666667,2,4,0.5,5,5,1,0.4,0.266666666666667,0.333333333333333,4,6,0.666666666666667,2,4,0.5,5,5,1,1,3,4,0.75,0.25,0.5,0.25,1,1,1,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57894736842105,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0.666666666666667,3,1,0,0,3,21,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georges","FRA",55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0.833333333333333,15,18,0.833333333333333,2,3,0.666666666666667,0.166666666666667,0.611111111111111,0.222222222222222,0.166666666666667,8,11,0.727272727272727,4,4,1,3,3,1,0.611111111111111,0.222222222222222,0.166666666666667,8,11,0.727272727272727,4,4,1,3,3,1,1,2,3,0.666666666666667,1,0,0,2,3,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.90909090909091,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0.428571428571429,7,4,0,0,0,3,3,5,5,0,3,4.90909090909091,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerard","FRA",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0.636363636363636,15,23,0.652173913043478,3,4,0.75,0.173913043478261,0.96969696969697,0.0303030303030303,0,20,32,0.625,1,1,1,0,0,0,0.956521739130435,0.0434782608695652,0,14,22,0.636363636363636,1,1,1,0,0,0,1,3,4,0.75,1,0,0,3,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13.2631578947368,0.424242424242424,0.608695652173913,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,4,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,2,0,2,0,1,1,0,0,4,4,0,4,0,0,0,0,2,2,0,1,1,0,1,1,0,0,1,18,0.6,30,5,0.833333333333333,6,0,0,0,1,0.111111111111111,9
"Hamraoui","FRA",95,1,0,1,0.947368421052632,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,0.769230769230769,28,37,0.756756756756757,16,21,0.761904761904762,0.567567567567568,0.58974358974359,0.102564102564103,0.307692307692308,14,23,0.608695652173913,4,4,1,12,12,1,0.567567567567568,0.108108108108108,0.324324324324324,12,21,0.571428571428571,4,4,1,12,12,1,1,16,21,0.761904761904762,0.571428571428571,0.142857142857143,0.285714285714286,7,12,0.583333333333333,3,3,1,6,6,1,0,0,0,0,0,0,0,0,1,4,3.78947368421053,0.102564102564103,0.108108108108108,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,1,1,1,0,2,2,7,0.538461538461538,13,6,4,0,2,10,6,18,11,7,8,7.57894736842105,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Houara","FRA",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,51,0.725490196078431,31,42,0.738095238095238,13,15,0.866666666666667,0.357142857142857,0.764705882352941,0.117647058823529,0.117647058823529,27,39,0.692307692307692,4,6,0.666666666666667,6,6,1,0.785714285714286,0.119047619047619,0.0952380952380952,24,33,0.727272727272727,3,5,0.6,4,4,1,1,13,15,0.866666666666667,0.733333333333333,0.133333333333333,0.133333333333333,9,11,0.818181818181818,2,2,1,2,2,1,1,3,2.84210526315789,0.0588235294117647,0.0714285714285714,0.333333333333333,1,2,2,6,5.68421052631579,0.117647058823529,0.142857142857143,0.333333333333333,4,7,6.63157894736842,0.137254901960784,0.166666666666667,0.571428571428571,5,7,6.63157894736842,0.137254901960784,0.714285714285714,0,0,0,0,0,1,0.5,2,0,0,0,0,2,1,0.5,2,1,1,0,2,0.5,4,2,2,0,4,14,2,10,6,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Houghton","ENG",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0.586206896551724,17,25,0.68,4,5,0.8,0.2,0.793103448275862,0.172413793103448,0.0344827586206897,13,23,0.565217391304348,4,5,0.8,0,1,0,0.76,0.2,0.04,13,19,0.684210526315789,4,5,0.8,0,1,0,1,4,5,0.8,0.8,0,0.2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,8.52631578947368,0.310344827586207,0.36,0.111111111111111,0,1,0.947368421052632,0.0344827586206897,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,1,1,0,0,0,9,0.818181818181818,11,2,0,0,1,8,3,14,9,5,1,0.947368421052632,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J. Scott","ENG",95,1,0,1,0.947368421052632,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.947368421052632,0,0,0,0,0,0,0,0,0,0,0,24,40,0.6,24,40,0.6,14,17,0.823529411764706,0.425,0.525,0.125,0.35,7,21,0.333333333333333,4,5,0.8,13,14,0.928571428571429,0.525,0.125,0.35,7,21,0.333333333333333,4,5,0.8,13,14,0.928571428571429,1,14,17,0.823529411764706,0.411764705882353,0.0588235294117647,0.529411764705882,4,7,0.571428571428571,1,1,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2.84210526315789,0.075,0.075,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,11,0.423076923076923,26,15,2,0,2,31,7,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lavogez","FRA",87,1,0,1,1.03448275862069,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,16,21,0.761904761904762,15,20,0.75,9,11,0.818181818181818,0.523809523809524,0.476190476190476,0.19047619047619,0.333333333333333,7,10,0.7,3,4,0.75,6,7,0.857142857142857,0.5,0.15,0.35,7,10,0.7,2,3,0.666666666666667,6,7,0.857142857142857,1,9,11,0.818181818181818,0.454545454545455,0.181818181818182,0.363636363636364,3,5,0.6,2,2,1,4,4,1,1,2,2.06896551724138,0.0952380952380952,0.1,0.5,1,1,1,1,1.03448275862069,0.0476190476190476,0.05,1,1,1,1.03448275862069,0.0476190476190476,0.05,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0.666666666666667,3,1,4,0,4,0.5,8,4,1,0,1,7,2,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Le Sommer","FRA",34,0,0,2,5.29411764705882,0.5,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0.777777777777778,7,9,0.777777777777778,6,8,0.75,0.888888888888889,0.333333333333333,0.333333333333333,0.333333333333333,2,3,0.666666666666667,2,3,0.666666666666667,3,3,1,0.333333333333333,0.333333333333333,0.333333333333333,2,3,0.666666666666667,2,3,0.666666666666667,3,3,1,1,6,8,0.75,0.25,0.375,0.375,1,2,0.5,2,3,0.666666666666667,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.64705882352941,0.111111111111111,0.111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0.222222222222222,9,7,1,0,1,5,3,5,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Majri","FRA",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,0.770833333333333,31,42,0.738095238095238,10,14,0.714285714285714,0.333333333333333,0.5625,0.25,0.1875,17,27,0.62962962962963,11,12,0.916666666666667,9,9,1,0.619047619047619,0.19047619047619,0.19047619047619,16,26,0.615384615384615,7,8,0.875,8,8,1,1,10,14,0.714285714285714,0.642857142857143,0.285714285714286,0.0714285714285714,6,9,0.666666666666667,3,4,0.75,1,1,1,0,1,0.947368421052632,0.0208333333333333,0.0238095238095238,0,1,0,0,3,2.84210526315789,0.0625,0.0714285714285714,0,8,8,7.57894736842105,0.166666666666667,0.19047619047619,1,4,4,3.78947368421053,0.0833333333333333,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0.4,5,3,2,0,2,15,4,10,8,2,4,3.78947368421053,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necib","FRA",61,1,0,2,2.95081967213115,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1.47540983606557,0,0,0,0,0,0,0,0,0,0,0,15,22,0.681818181818182,15,20,0.75,9,10,0.9,0.5,0.5,0.227272727272727,0.272727272727273,7,11,0.636363636363636,2,5,0.4,6,6,1,0.55,0.15,0.3,7,11,0.636363636363636,2,3,0.666666666666667,6,6,1,1,9,10,0.9,0.5,0.2,0.3,4,5,0.8,2,2,1,3,3,1,0,1,1.47540983606557,0.0454545454545455,0.05,0,1,0,0,1,1.47540983606557,0.0454545454545455,0.05,0,2,2,2.95081967213115,0.0909090909090909,0.1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,3,0,0,1,1,0,0,1,12,2,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nobbs","ENG",95,1,0,1,0.947368421052632,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,0.717391304347826,33,45,0.733333333333333,16,22,0.727272727272727,0.488888888888889,0.608695652173913,0.195652173913043,0.195652173913043,17,28,0.607142857142857,7,9,0.777777777777778,9,9,1,0.622222222222222,0.177777777777778,0.2,17,28,0.607142857142857,7,8,0.875,9,9,1,1,16,22,0.727272727272727,0.681818181818182,0.136363636363636,0.181818181818182,10,15,0.666666666666667,2,3,0.666666666666667,4,4,1,0,0,0,0,0,0,0,0,1,5,4.73684210526316,0.108695652173913,0.111111111111111,0.2,0,1,0.947368421052632,0.0217391304347826,0.0222222222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.8,5,1,0,2,1,0.5,2,1,4,1,1,10,7,13,5,8,9,8.52631578947368,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rafferty","ENG",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0.594594594594595,16,24,0.666666666666667,5,6,0.833333333333333,0.25,0.864864864864865,0.0540540540540541,0.0810810810810811,18,32,0.5625,1,2,0.5,3,3,1,0.791666666666667,0.0833333333333333,0.125,12,19,0.631578947368421,1,2,0.5,3,3,1,1,5,6,0.833333333333333,1,0,0,5,6,0.833333333333333,0,0,0,0,0,0,1,1,0.947368421052632,0.027027027027027,0.0416666666666667,1,1,0,0,1,0.947368421052632,0.027027027027027,0.0416666666666667,0,2,5,4.73684210526316,0.135135135135135,0.208333333333333,0.4,6,13,12.3157894736842,0.351351351351351,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1,13,4,15,9,5,3,2.84210526315789,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stokes","ENG",73,1,0,1,1.23287671232877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23287671232877,0,0,1,0,0,0,0,10,17,0.588235294117647,10,17,0.588235294117647,7,10,0.7,0.588235294117647,0.647058823529412,0.235294117647059,0.117647058823529,4,11,0.363636363636364,4,4,1,2,2,1,0.647058823529412,0.235294117647059,0.117647058823529,4,11,0.363636363636364,4,4,1,2,2,1,1,7,10,0.7,0.5,0.3,0.2,2,5,0.4,3,3,1,2,2,1,1,1,1.23287671232877,0.0588235294117647,0.0588235294117647,1,1,0,0,1,1.23287671232877,0.0588235294117647,0.0588235294117647,0,0,1,1.23287671232877,0.0588235294117647,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,6,6,4,0,2,21,7,1,0,1,2,2.46575342465753,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stoney","ENG",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0.846153846153846,10,12,0.833333333333333,2,3,0.666666666666667,0.25,0.692307692307692,0.307692307692308,0,7,9,0.777777777777778,4,4,1,0,0,0,0.666666666666667,0.333333333333333,0,6,8,0.75,4,4,1,0,0,0,1,2,3,0.666666666666667,0.666666666666667,0.333333333333333,0,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2.84210526315789,0.230769230769231,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0.777777777777778,9,2,1,0,0,7,6,6,5,1,1,0.947368421052632,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomis","FRA",95,1,0,2,1.89473684210526,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.89473684210526,0,0,1,1,0,0,0,15,25,0.6,15,25,0.6,9,16,0.5625,0.64,0.32,0.4,0.28,4,8,0.5,6,10,0.6,5,7,0.714285714285714,0.32,0.4,0.28,4,8,0.5,6,10,0.6,5,7,0.714285714285714,1,9,16,0.5625,0.25,0.4375,0.3125,2,4,0.5,4,7,0.571428571428571,3,5,0.6,1,2,1.89473684210526,0.08,0.08,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,3,2,3,8,1,1,1,0,1,1,0,15,4,13,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williams","ENG",95,1,0,1,0.947368421052632,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.947368421052632,0,0,0,0,0,0,0,0,0,0,0,23,33,0.696969696969697,23,32,0.71875,11,13,0.846153846153846,0.40625,0.666666666666667,0.0606060606060606,0.272727272727273,12,22,0.545454545454545,2,2,1,9,9,1,0.65625,0.0625,0.28125,12,21,0.571428571428571,2,2,1,9,9,1,1,11,13,0.846153846153846,0.538461538461538,0.153846153846154,0.307692307692308,5,7,0.714285714285714,2,2,1,4,4,1,1,4,3.78947368421053,0.121212121212121,0.125,0.25,4,0,0,0,0,0,0,0,1,1,0.947368421052632,0.0303030303030303,0.03125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,1,2,0.285714285714286,7,5,2,1,1,21,8,7,3,4,1,0.947368421052632,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
