"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","NA","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","NA.x","Def.Recoveries","NA.y","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Horan","USA",47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.91489361702128,0,0,0,0,0,0,0,0,0,0,28,34,0.823529411764706,27,33,0.818181818181818,23,25,0.92,0.757575757575758,0.382352941176471,0.176470588235294,0.441176470588235,8,13,0.615384615384615,6,6,1,14,15,0.933333333333333,0.147058823529412,0.794117647058823,0.0588235294117647,5,5,1,21,27,0.777777777777778,2,2,1,0.147058823529412,0.794117647058823,0.0588235294117647,5,5,1,21,27,0.777777777777778,2,2,1,2,0,0,1,18,2,0,1,4,0.393939393939394,0.151515151515152,0.454545454545455,8,13,0.615384615384615,5,5,1,14,15,0.933333333333333,0.735294117647059,23,25,0.92,0.36,0.16,0.48,8,9,0.888888888888889,4,4,1,11,12,0.916666666666667,1,1,1.91489361702128,0.0303030303030303,1,1,0,0,1,1.91489361702128,0.0294117647058824,0,0,1,1.91489361702128,0.0294117647058824,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,2,2,0,1,2,2,0,8,1,0,5,0,3,2,4,7.65957446808511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamarillo","COL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnston","USA",68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1.32352941176471,1.32352941176471,0,0,0,0,0,0,0,0,0,49,55,0.890909090909091,49,55,0.890909090909091,17,20,0.85,0.375,0.563636363636364,0.254545454545455,0.181818181818182,26,31,0.838709677419355,13,14,0.928571428571429,10,10,1,0.0181818181818182,0.781818181818182,0.2,1,1,1,38,43,0.883720930232558,10,11,0.909090909090909,0.0181818181818182,0.781818181818182,0.2,1,1,1,38,43,0.883720930232558,10,11,0.909090909090909,8,2,0,3,27,8,1,0,0,0.563636363636364,0.254545454545455,0.181818181818182,26,31,0.838709677419355,13,14,0.928571428571429,10,10,1,0.363636363636364,17,20,0.85,0.5,0.15,0.35,7,10,0.7,3,3,1,7,7,1,0,0,0,0,0,0,0,2,3,3.97058823529412,0.0545454545454545,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,1,0,1,1,3,1,0,5,0,3,1,2,2.64705882352941,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klingenberg","USA",71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,0.863636363636364,26,32,0.8125,16,19,0.842105263157895,0.59375,0.454545454545455,0.204545454545455,0.340909090909091,16,20,0.8,7,9,0.777777777777778,15,15,1,0.340909090909091,0.5,0.159090909090909,14,15,0.933333333333333,18,22,0.818181818181818,6,7,0.857142857142857,0.340909090909091,0.5,0.159090909090909,14,15,0.933333333333333,18,22,0.818181818181818,6,7,0.857142857142857,4,2,0,1,15,2,0,3,11,0.53125,0.15625,0.3125,13,17,0.764705882352941,3,5,0.6,10,10,1,0.431818181818182,16,19,0.842105263157895,0.421052631578947,0.210526315789474,0.368421052631579,7,8,0.875,2,4,0.5,7,7,1,0,0,0,0,0,0,0,1,2,2.53521126760563,0.0454545454545455,0.5,0,0,0,0,0,0,9,9,11.4084507042254,0.204545454545455,1,0,0,0,0,0,3,3,1,0,0,0,0,3,3,1,2,0.333333333333333,1,1,4,0,0,0,0,0,0,0,6,1,0,5,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krieger","USA",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1,13,13,1,8,8,1,0.615384615384615,0.571428571428571,0.142857142857143,0.285714285714286,8,8,1,2,2,1,4,4,1,0.142857142857143,0.785714285714286,0.0714285714285714,2,2,1,11,11,1,1,1,1,0.142857142857143,0.785714285714286,0.0714285714285714,2,2,1,11,11,1,1,1,1,0,1,0,0,8,3,0,0,2,0.615384615384615,0.0769230769230769,0.307692307692308,8,8,1,1,1,1,4,4,1,0.571428571428571,8,8,1,0.625,0,0.375,5,5,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.75,0.0714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3,0,1,0,0,0,1,0,0,2,0,1,1,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lloyd","USA",95,1,1,4,3.78947368421053,0.5,1,0,2,3,0.75,0,2,0,2,0,0,1,0,0,0,0,0.947368421052632,0,1,0.947368421052632,1,1,0,0,0,0,0,31,37,0.837837837837838,31,38,0.815789473684211,25,30,0.833333333333333,0.794871794871795,0.72972972972973,0.135135135135135,0.135135135135135,22,27,0.814814814814815,4,5,0.8,5,5,1,0.297297297297297,0.675675675675676,0.027027027027027,9,11,0.818181818181818,21,25,0.84,1,1,1,0.297297297297297,0.675675675675676,0.027027027027027,9,11,0.818181818181818,21,25,0.84,1,1,1,0,1,0,0,10,11,0,1,8,0.72972972972973,0.135135135135135,0.135135135135135,22,27,0.814814814814815,4,5,0.8,5,5,1,0.789473684210526,25,29,0.862068965517241,0.758620689655172,0.172413793103448,0.0689655172413793,19,22,0.863636363636364,4,5,0.8,2,2,1,0,1,0.947368421052632,0.0263157894736842,0,1,0,1,1,0.947368421052632,0.027027027027027,1,3,3,2.84210526315789,0.0810810810810811,0.0789473684210526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,1,2,2,1,1,0.5,2,0,2,14,6,0,7,0,2,5,1,0.947368421052632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Long","USA",95,1,2,6,5.68421052631579,0.666666666666667,2,0,2,3,0.5,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0.947368421052632,1,1,0,0,0,0,0,59,68,0.867647058823529,54,63,0.857142857142857,32,37,0.864864864864865,0.587301587301587,0.529411764705882,0.308823529411765,0.161764705882353,29,36,0.805555555555556,20,21,0.952380952380952,10,11,0.909090909090909,0.220588235294118,0.691176470588235,0.0882352941176471,10,15,0.666666666666667,43,47,0.914893617021277,6,6,1,0.220588235294118,0.691176470588235,0.0882352941176471,10,15,0.666666666666667,43,47,0.914893617021277,6,6,1,3,3,0,2,37,4,0,1,9,0.523809523809524,0.301587301587302,0.174603174603175,26,33,0.787878787878788,18,19,0.947368421052632,10,11,0.909090909090909,0.544117647058823,32,37,0.864864864864865,0.513513513513513,0.27027027027027,0.216216216216216,14,19,0.736842105263158,10,10,1,8,8,1,1,1,0.947368421052632,0.0158730158730159,1,1,0,0,1,0.947368421052632,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,5,2,2,0,1,0,5,5,6,6,0,1,1,3,0,25,6,0,5,0,0,5,5,4.73684210526316,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mewis","USA",48,0,0,2,3.75,0,0,0,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,42,45,0.933333333333333,41,44,0.931818181818182,24,25,0.96,0.568181818181818,0.555555555555556,0.244444444444444,0.2,22,25,0.88,11,11,1,9,9,1,0.0666666666666667,0.911111111111111,0.0222222222222222,2,3,0.666666666666667,39,41,0.951219512195122,1,1,1,0.0666666666666667,0.911111111111111,0.0222222222222222,2,3,0.666666666666667,39,41,0.951219512195122,1,1,1,0,1,0,1,33,5,0,0,2,0.568181818181818,0.25,0.181818181818182,22,25,0.88,11,11,1,8,8,1,0.555555555555556,24,25,0.96,0.56,0.28,0.16,13,14,0.928571428571429,7,7,1,4,4,1,0,0,0,0,0,0,0,1,3,5.625,0.0666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0,1,0,0,0,8,6,2,0.75,1,1,0,10,4,0,7,0,2,5,5,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O'Hara","USA",71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,0.842105263157895,27,33,0.818181818181818,14,14,1,0.424242424242424,0.394736842105263,0.342105263157895,0.263157894736842,12,15,0.8,10,13,0.769230769230769,10,10,1,0.342105263157895,0.473684210526316,0.184210526315789,10,13,0.769230769230769,16,18,0.888888888888889,6,7,0.857142857142857,0.342105263157895,0.473684210526316,0.184210526315789,10,13,0.769230769230769,16,18,0.888888888888889,6,7,0.857142857142857,4,2,0,1,12,3,0,0,10,0.333333333333333,0.393939393939394,0.272727272727273,8,11,0.727272727272727,10,13,0.769230769230769,9,9,1,0.368421052631579,14,14,1,0.5,0.285714285714286,0.214285714285714,7,7,1,4,4,1,3,3,1,1,4,5.07042253521127,0.121212121212121,0.25,4,0,0,1,1.26760563380282,0.0263157894736842,0,0,0,0,0,0,0,5,5,6.33802816901408,0.131578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,2,1,1,0.5,1,1,0,8,2,0,6,0,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O'Reilly","USA",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0.842105263157895,15,18,0.833333333333333,9,11,0.818181818181818,0.611111111111111,0.421052631578947,0.0526315789473684,0.526315789473684,6,8,0.75,1,1,1,9,10,0.9,0.368421052631579,0.631578947368421,0,5,7,0.714285714285714,11,12,0.916666666666667,0,0,0,0.368421052631579,0.631578947368421,0,5,7,0.714285714285714,11,12,0.916666666666667,0,0,0,0,0,0,0,9,2,0,2,3,0.444444444444444,0.0555555555555556,0.5,6,8,0.75,1,1,1,8,9,0.888888888888889,0.578947368421053,9,11,0.818181818181818,0.363636363636364,0,0.636363636363636,3,4,0.75,0,0,0,6,7,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.75,0.0526315789473684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,4,0,0,0,0,0,1,0,4,2,0,2,0,1,1,1,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ospina","COL",86,1,0,2,2.09302325581395,0.5,1,0,1,1,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0.578947368421053,11,19,0.578947368421053,10,14,0.714285714285714,0.736842105263158,0.526315789473684,0.263157894736842,0.210526315789474,6,10,0.6,1,5,0.2,4,4,1,0.263157894736842,0.578947368421053,0.157894736842105,2,5,0.4,7,11,0.636363636363636,2,3,0.666666666666667,0.263157894736842,0.578947368421053,0.157894736842105,2,5,0.4,7,11,0.636363636363636,2,3,0.666666666666667,1,1,0,0,6,1,0,1,1,0.526315789473684,0.263157894736842,0.210526315789474,6,10,0.6,1,5,0.2,4,4,1,0.736842105263158,10,14,0.714285714285714,0.5,0.214285714285714,0.285714285714286,5,7,0.714285714285714,1,3,0.333333333333333,4,4,1,0,2,2.09302325581395,0.105263157894737,0,2,0,1,1,1.04651162790698,0.0526315789473684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.333333333333333,2,2,6,0,0,0,0,2,4,1,34,7,0,7,0,2,5,1,1.04651162790698,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perez","COL",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0.263157894736842,5,17,0.294117647058824,0,0,0,0,1,0,0,5,19,0.263157894736842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,19,0.263157894736842,0,0,1,0,0,0,0,0,0,5,19,0.263157894736842,0,5,0,0,0,0,0,0,0,1,0,0,5,17,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14.2105263157895,0.789473684210526,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,3,6,9,0.666666666666667,3,0,3,1,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,5,19,0.263157894736842,0,0,0,0,0,0,4,11,0.363636363636364
"Pineda","COL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.714285714285714,5,7,0.714285714285714,3,4,0.75,0.571428571428571,0.857142857142857,0,0.142857142857143,4,6,0.666666666666667,0,0,0,1,1,1,0,0.714285714285714,0.285714285714286,0,0,0,4,5,0.8,1,2,0.5,0,0.714285714285714,0.285714285714286,0,0,0,4,5,0.8,1,2,0.5,1,0,0,0,3,1,0,0,0,0.857142857142857,0,0.142857142857143,4,6,0.666666666666667,0,0,0,1,1,1,0.571428571428571,3,4,0.75,0.75,0,0.25,2,3,0.666666666666667,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,13,5,0,2,0,1,1,1,3.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Press","USA",48,0,1,3,5.625,0.333333333333333,0,0,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0.878787878787879,29,33,0.878787878787879,17,20,0.85,0.606060606060606,0.242424242424242,0.212121212121212,0.545454545454545,7,8,0.875,5,7,0.714285714285714,17,18,0.944444444444444,0.606060606060606,0.393939393939394,0,17,20,0.85,12,13,0.923076923076923,0,0,0,0.606060606060606,0.393939393939394,0,17,20,0.85,12,13,0.923076923076923,0,0,0,0,0,0,1,9,2,0,3,14,0.242424242424242,0.212121212121212,0.545454545454545,7,8,0.875,5,7,0.714285714285714,17,18,0.944444444444444,0.606060606060606,17,20,0.85,0.2,0.25,0.55,3,4,0.75,4,5,0.8,10,11,0.909090909090909,3,4,7.5,0.121212121212121,0.75,4,0,0,1,1.875,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,6,0,0,0,0,0,0,0,1,3,0,2,0,2,0,1,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pugh","USA",47,1,1,1,1.91489361702128,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1.91489361702128,0,1,1.91489361702128,1,1,0,0,0,0,0,11,14,0.785714285714286,10,13,0.769230769230769,10,11,0.909090909090909,0.846153846153846,0.357142857142857,0.357142857142857,0.285714285714286,3,5,0.6,4,5,0.8,4,4,1,0.428571428571429,0.285714285714286,0.285714285714286,4,6,0.666666666666667,3,4,0.75,4,4,1,0.428571428571429,0.285714285714286,0.285714285714286,4,6,0.666666666666667,3,4,0.75,4,4,1,3,1,0,0,3,0,0,0,4,0.307692307692308,0.384615384615385,0.307692307692308,2,4,0.5,4,5,0.8,4,4,1,0.785714285714286,10,11,0.909090909090909,0.272727272727273,0.363636363636364,0.363636363636364,2,3,0.666666666666667,4,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.91489361702128,0.0714285714285714,0.0769230769230769,1,1,1,1.91489361702128,0.0714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,4,9,1,0,1,0,0,5,1,6,2,0,2,0,2,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regnier","COL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rincon","COL",95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0.692307692307692,9,12,0.75,8,9,0.888888888888889,0.75,0.384615384615385,0.538461538461538,0.0769230769230769,3,5,0.6,5,7,0.714285714285714,1,1,1,0.307692307692308,0.692307692307692,0,3,4,0.75,6,9,0.666666666666667,0,0,0,0.307692307692308,0.692307692307692,0,3,4,0.75,6,9,0.666666666666667,0,0,0,0,0,0,0,6,0,0,0,3,0.416666666666667,0.5,0.0833333333333333,3,5,0.6,5,6,0.833333333333333,1,1,1,0.692307692307692,8,9,0.888888888888889,0.444444444444444,0.444444444444444,0.111111111111111,3,4,0.75,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,7,2,1,1,0.5,2,0,0,31,1,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIncon","0",67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salazar","COL",70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0.727272727272727,8,11,0.727272727272727,6,8,0.75,0.727272727272727,0.545454545454545,0.363636363636364,0.0909090909090909,4,6,0.666666666666667,3,4,0.75,1,1,1,0.0909090909090909,0.818181818181818,0.0909090909090909,0,1,0,7,9,0.777777777777778,1,1,1,0.0909090909090909,0.818181818181818,0.0909090909090909,0,1,0,7,9,0.777777777777778,1,1,1,1,0,0,1,5,1,0,0,0,0.545454545454545,0.363636363636364,0.0909090909090909,4,6,0.666666666666667,3,4,0.75,1,1,1,0.727272727272727,6,8,0.75,0.625,0.375,0,3,5,0.6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,2,0,2,1,4,37,2,1,7,1,2,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
