"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Match"
"Morgan","USA",59,1,1,5,7.6271186440678,0.6,2,0,2,3,0.6,2,1,0,1,0,0,1,0,0,0,0,0,0,1.52542372881356,0,0,0,1,1.52542372881356,1,1,0,0,0,0,0,14,19,0.736842105263158,14,19,0.736842105263158,8,13,0.615384615384615,0.684210526315789,0.473684210526316,0.368421052631579,0.157894736842105,6,9,0.666666666666667,5,7,0.714285714285714,3,3,1,0.473684210526316,0.368421052631579,0.157894736842105,6,9,0.666666666666667,5,7,0.714285714285714,3,3,1,1,8,13,0.615384615384615,0.538461538461538,0.307692307692308,0.153846153846154,4,7,0.571428571428571,2,4,0.5,2,2,1,1,3,4.57627118644068,0.157894736842105,0.157894736842105,0.333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857142857143,7,6,0,1,2,0.4,5,3,2,0,0,5,2,5,3,2,1,1.52542372881356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"O'Hara","USA",36,0,0,1,2.5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0.838709677419355,22,25,0.88,9,11,0.818181818181818,0.44,0.645161290322581,0.193548387096774,0.161290322580645,16,20,0.8,5,6,0.833333333333333,5,5,1,0.64,0.16,0.2,13,16,0.8125,4,4,1,5,5,1,1,9,11,0.818181818181818,0.636363636363636,0.181818181818182,0.181818181818182,5,7,0.714285714285714,2,2,1,2,2,1,1,1,2.5,0.032258064516129,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0.193548387096774,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,5,3,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"O'Reilly","USA",49,0,0,1,1.83673469387755,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0.758620689655172,19,26,0.730769230769231,13,17,0.764705882352941,0.653846153846154,0.344827586206897,0.241379310344828,0.413793103448276,8,10,0.8,2,7,0.285714285714286,12,12,1,0.384615384615385,0.269230769230769,0.346153846153846,8,10,0.8,2,7,0.285714285714286,9,9,1,1,13,17,0.764705882352941,0.352941176470588,0.352941176470588,0.294117647058824,6,6,1,2,6,0.333333333333333,5,5,1,1,4,7.3469387755102,0.137931034482759,0.153846153846154,0.25,4,0,0,1,1.83673469387755,0.0344827586206897,0.0384615384615385,0,2,2,3.6734693877551,0.0689655172413793,0.0769230769230769,1,3,3,5.51020408163265,0.103448275862069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,4,3,2,0,1,5,7,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"Press","USA",49,0,0,1,1.83673469387755,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.83673469387755,0,0,0,1,1.83673469387755,0,0,0,1,0,0,0,16,26,0.615384615384615,16,26,0.615384615384615,12,16,0.75,0.615384615384615,0.461538461538462,0.230769230769231,0.307692307692308,5,12,0.416666666666667,3,6,0.5,8,8,1,0.461538461538462,0.230769230769231,0.307692307692308,5,12,0.416666666666667,3,6,0.5,8,8,1,1,12,16,0.75,0.4375,0.125,0.4375,4,7,0.571428571428571,1,2,0.5,7,7,1,2,5,9.18367346938776,0.192307692307692,0.192307692307692,0.4,5,0,0,0,0,0,0,0,0,2,3.6734693877551,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2,0.666666666666667,3,1,1,0,0,0,1,4,1,3,2,3.6734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"Pugh","USA",36,0,1,1,2.5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1,1,0,0,0,0,0,9,11,0.818181818181818,8,10,0.8,4,6,0.666666666666667,0.6,0.181818181818182,0.181818181818182,0.636363636363636,2,2,1,1,2,0.5,6,7,0.857142857142857,0.1,0.2,0.7,1,1,1,1,2,0.5,6,7,0.857142857142857,1,4,6,0.666666666666667,0.166666666666667,0.166666666666667,0.666666666666667,1,1,1,0,1,0,3,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.5,0.0909090909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666666666667,3,1,0,1,1,0.5,2,1,0,0,0,2,1,1,1,0,1,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"Solo","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0.75,7,10,0.7,0,1,0,0.1,1,0,0,9,12,0.75,0,0,0,0,0,0,1,0,0,7,10,0.7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.91489361702128,0.166666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.75,12,2,1,2,0,0,0,1,1,1,"USA-IRL"
"Sonnett","USA",59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0.882352941176471,30,34,0.882352941176471,9,11,0.818181818181818,0.323529411764706,0.588235294117647,0.235294117647059,0.176470588235294,16,20,0.8,8,8,1,6,6,1,0.588235294117647,0.235294117647059,0.176470588235294,16,20,0.8,8,8,1,6,6,1,1,9,11,0.818181818181818,0.545454545454545,0.272727272727273,0.181818181818182,4,6,0.666666666666667,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666666666667,3,1,1,0,0,0,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-IRL"
"Brian","USA",96,1,0,1,0.9375,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,62,75,0.826666666666667,58,64,0.90625,31,32,0.96875,0.492307692307692,0.373333333333333,0.306666666666667,0.32,23,28,0.821428571428571,16,23,0.695652173913043,23,24,0.958333333333333,0.4375,0.234375,0.328125,23,28,0.821428571428571,14,15,0.933333333333333,21,21,1,1,31,32,0.96875,0.40625,0.28125,0.3125,12,13,0.923076923076923,9,9,1,10,10,1,2,4,3.75,0.0533333333333333,0.0625,0.5,4,0,1,1,0.9375,0.0133333333333333,0.015625,1,0,0,0,0,0,0,0,0,0,0,0,2,0.222222222222222,9,0,0,2,1,2,0,0,0,0,2,1,0.5,2,1,1,1,2,0.4,5,3,1,0,0,27,13,9,6,3,4,3.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Dunn","USA",69,1,1,4,5.21739130434783,0.75,1,1,1,2,0.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0.625,15,24,0.625,12,15,0.8,0.625,0.458333333333333,0.166666666666667,0.375,7,11,0.636363636363636,1,4,0.25,7,9,0.777777777777778,0.458333333333333,0.166666666666667,0.375,7,11,0.636363636363636,1,4,0.25,7,9,0.777777777777778,1,12,15,0.8,0.466666666666667,0.0666666666666667,0.466666666666667,5,7,0.714285714285714,1,1,1,6,7,0.857142857142857,0,3,3.91304347826087,0.125,0.125,0,3,0,1,1,1.30434782608696,0.0416666666666667,0.0416666666666667,1,1,2,2.60869565217391,0.0833333333333333,0.0833333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.888888888888889,9,1,3,1,1,1,1,0,0,0,1,25,5,7,3,4,3,3.91304347826087,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Heath","USA",96,1,0,1,0.9375,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.9375,0,0,0,1,0.9375,0,0,0,1,0,0,0,43,52,0.826923076923077,39,48,0.8125,19,23,0.826086956521739,0.489795918367347,0.365384615384615,0.211538461538462,0.423076923076923,14,19,0.736842105263158,8,11,0.727272727272727,21,22,0.954545454545455,0.354166666666667,0.229166666666667,0.416666666666667,12,17,0.705882352941177,8,11,0.727272727272727,19,20,0.95,1,19,23,0.826086956521739,0.260869565217391,0.260869565217391,0.478260869565217,5,6,0.833333333333333,4,6,0.666666666666667,10,11,0.909090909090909,2,5,4.6875,0.0961538461538462,0.104166666666667,0.4,5,0,1,1,0.9375,0.0192307692307692,0.0208333333333333,1,1,2,1.875,0.0384615384615385,0.0416666666666667,0.5,3,3,2.8125,0.0576923076923077,1,0,0,0,0,0,1,1,1,0,0,0,0,1,5,0.454545454545455,11,6,2,0,0,0,1,1,1,0,0,7,6,5,4,1,6,5.625,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Hinkle","USA",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0.842105263157895,13,16,0.8125,2,3,0.666666666666667,0.1875,0.473684210526316,0.105263157894737,0.421052631578947,6,9,0.666666666666667,2,2,1,8,8,1,0.4375,0.125,0.4375,4,7,0.571428571428571,2,2,1,7,7,1,1,2,3,0.666666666666667,0.666666666666667,0,0.333333333333333,1,2,0.5,0,0,0,1,1,1,0,1,3.33333333333333,0.0526315789473684,0.0625,0,1,0,0,1,3.33333333333333,0.0526315789473684,0.0625,0,0,0,0,0,0,0,3,3,10,0.157894736842105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Horan","USA",96,1,0,2,1.875,0,0,0,2,1,0.5,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,56,65,0.861538461538462,55,64,0.859375,20,21,0.952380952380952,0.328125,0.553846153846154,0.246153846153846,0.2,28,36,0.777777777777778,16,16,1,12,13,0.923076923076923,0.5625,0.25,0.1875,28,36,0.777777777777778,16,16,1,11,12,0.916666666666667,1,20,21,0.952380952380952,0.428571428571429,0.238095238095238,0.333333333333333,8,9,0.888888888888889,5,5,1,7,7,1,1,1,0.9375,0.0153846153846154,0.015625,1,1,0,2,4,3.75,0.0615384615384615,0.0625,0.5,0,1,0.9375,0.0153846153846154,0.015625,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,0.833333333333333,6,1,1,2,6,0.5,12,6,3,0,4,18,5,4,2,2,2,1.875,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Johnston","USA",76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,0.852941176470588,29,34,0.852941176470588,3,4,0.75,0.117647058823529,0.617647058823529,0.352941176470588,0.0294117647058824,16,21,0.761904761904762,12,12,1,1,1,1,0.617647058823529,0.352941176470588,0.0294117647058824,16,21,0.761904761904762,12,12,1,1,1,1,1,3,4,0.75,1,0,0,3,4,0.75,0,0,0,0,0,0,1,1,1.18421052631579,0.0294117647058824,0.0294117647058824,1,1,0,2,4,4.73684210526316,0.117647058823529,0.117647058823529,0.5,1,1,1.18421052631579,0.0294117647058824,0.0294117647058824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333333333,3,2,1,0,0,6,1,3,3,0,1,1.18421052631579,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Klingenberg","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,0.9,41,46,0.891304347826087,8,8,1,0.173913043478261,0.52,0.26,0.22,23,26,0.884615384615385,11,13,0.846153846153846,11,11,1,0.521739130434783,0.282608695652174,0.195652173913043,21,24,0.875,11,13,0.846153846153846,9,9,1,1,8,8,1,0.625,0.25,0.125,5,5,1,2,2,1,1,1,1,2,3,2.8125,0.06,0.0652173913043478,0.666666666666667,3,0,0,0,0,0,0,0,0,1,0.9375,0.02,0.0217391304347826,0,4,4,3.75,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,1,1,0.25,4,3,0,0,0,9,1,7,6,1,6,5.625,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Krieger","USA",69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.30434782608696,0,0,0,0,0,0,0,0,0,0,0,40,44,0.909090909090909,30,33,0.909090909090909,12,13,0.923076923076923,0.393939393939394,0.5,0.204545454545455,0.295454545454545,19,22,0.863636363636364,9,9,1,12,13,0.923076923076923,0.575757575757576,0.212121212121212,0.212121212121212,17,19,0.894736842105263,7,7,1,6,7,0.857142857142857,1,12,13,0.923076923076923,0.461538461538462,0.307692307692308,0.230769230769231,6,6,1,4,4,1,2,3,0.666666666666667,3,3,3.91304347826087,0.0681818181818182,0.0909090909090909,1,3,0,2,2,2.60869565217391,0.0454545454545455,0.0606060606060606,1,1,1,1.30434782608696,0.0227272727272727,0.0303030303030303,1,10,11,14.3478260869565,0.25,0.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,1,0,1,0.25,4,3,0,0,0,6,5,6,5,1,3,3.91304347826087,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Lloyd","USA",96,1,1,3,2.8125,0.666666666666667,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1.875,0,0,0,1,0.9375,0,0,1,0,0,0,0,25,32,0.78125,24,31,0.774193548387097,10,13,0.769230769230769,0.4375,0.53125,0.3125,0.15625,13,17,0.764705882352941,7,10,0.7,5,5,1,0.548387096774194,0.290322580645161,0.161290322580645,13,17,0.764705882352941,6,9,0.666666666666667,5,5,1,1,10,13,0.769230769230769,0.538461538461538,0.153846153846154,0.307692307692308,5,7,0.714285714285714,1,2,0.5,4,4,1,1,1,0.9375,0.03125,0.032258064516129,1,1,0,0,1,0.9375,0.03125,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0.5,4,2,3,5,5,0.833333333333333,6,1,0,0,4,20,3,2,1,1,1,0.9375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Morgan","USA",96,1,2,6,5.625,0.833333333333333,3,0,1,5,0.833333333333333,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.875,2,1,0,0,0,0,0,19,20,0.95,19,20,0.95,13,14,0.928571428571429,0.7,0.35,0.25,0.4,6,7,0.857142857142857,5,5,1,8,8,1,0.35,0.25,0.4,6,7,0.857142857142857,5,5,1,8,8,1,1,13,14,0.928571428571429,0.285714285714286,0.357142857142857,0.357142857142857,3,4,0.75,5,5,1,5,5,1,1,1,0.9375,0.05,0.05,1,1,0,0,0,0,0,0,0,2,3,2.8125,0.15,0.15,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,0.8,5,1,1,0,2,18,1,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Press","USA",21,0,1,1,4.28571428571429,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.28571428571429,1,1,0,0,0,0,0,5,6,0.833333333333333,5,6,0.833333333333333,1,1,1,0.166666666666667,0.333333333333333,0.166666666666667,0.5,2,2,1,1,1,1,2,3,0.666666666666667,0.333333333333333,0.166666666666667,0.5,2,2,1,1,1,1,2,3,0.666666666666667,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Pugh","USA",26,0,0,1,3.46153846153846,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,9,9,1,3,3,1,0.333333333333333,0.333333333333333,0.222222222222222,0.444444444444444,3,3,1,2,2,1,4,4,1,0.333333333333333,0.222222222222222,0.444444444444444,3,3,1,2,2,1,4,4,1,1,3,3,1,0.333333333333333,0,0.666666666666667,1,1,1,0,0,0,2,2,1,1,1,3.46153846153846,0.111111111111111,0.111111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,5,2,2,1,1,1,3.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Sauerbrunn","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,0.963636363636364,52,54,0.962962962962963,1,1,1,0.0185185185185185,0.654545454545455,0.290909090909091,0.0545454545454545,34,36,0.944444444444444,16,16,1,3,3,1,0.666666666666667,0.277777777777778,0.0555555555555556,34,36,0.944444444444444,15,15,1,3,3,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0.9375,0.0181818181818182,0.0185185185185185,1,1,0,0,1,0.9375,0.0181818181818182,0.0185185185185185,0,0,0,0,0,0,0,1,1,0.9375,0.0181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,8,2,6,2,1.875,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CRC"
"Solo","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,11,11,1,0,0,0,0,0.916666666666667,0.0833333333333333,0,11,11,1,1,1,1,0,0,0,0.909090909090909,0.0909090909090909,0,10,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,12,1,12,1,1,1,0,0,0,2,1,2,"USA-CRC"
"Brian","USA",94,1,0,1,0.957446808510638,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,72,0.847222222222222,55,63,0.873015873015873,22,27,0.814814814814815,0.428571428571429,0.416666666666667,0.305555555555556,0.277777777777778,24,30,0.8,19,22,0.863636363636364,18,20,0.9,0.444444444444444,0.238095238095238,0.317460317460317,23,28,0.821428571428571,14,15,0.933333333333333,18,20,0.9,1,22,27,0.814814814814815,0.444444444444444,0.185185185185185,0.37037037037037,10,12,0.833333333333333,4,5,0.8,8,10,0.8,0,0,0,0,0,0,0,0,1,3,2.87234042553191,0.0416666666666667,0.0476190476190476,0.333333333333333,3,5,4.78723404255319,0.0694444444444444,0.0793650793650794,0.6,0,0,0,0,0,5,0.714285714285714,7,0,0,1,0.5,2,0,0,0,0,2,0,0,1,1,1,3,1,0.5,2,1,2,0,0,6,4,15,9,6,2,1.91489361702128,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Dunn","USA",45,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0.538461538461538,7,13,0.538461538461538,3,5,0.6,0.384615384615385,0.538461538461538,0.307692307692308,0.153846153846154,3,7,0.428571428571429,2,4,0.5,2,2,1,0.538461538461538,0.307692307692308,0.153846153846154,3,7,0.428571428571429,2,4,0.5,2,2,1,1,3,5,0.6,0.6,0.4,0,2,3,0.666666666666667,1,2,0.5,0,0,0,0,1,2,0.0769230769230769,0.0769230769230769,0,1,0,0,0,0,0,0,0,0,1,2,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.857142857142857,7,1,2,0,2,1,2,0,0,0,1,3,1,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
