"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Int.per.90"
"Chapman","CAN",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23,33,0.696969696969697,18,24,0.75,9,9,1,0.375,0.696969696969697,0.181818181818182,0.121212121212121,14,23,0.608695652173913,5,6,0.833333333333333,4,4,1,0.625,0.208333333333333,0.166666666666667,10,15,0.666666666666667,4,5,0.8,4,4,1,0.272727272727273,9,9,1,0.555555555555556,0.222222222222222,0.222222222222222,5,5,1,2,2,1,2,2,1,1,4,3.82978723404255,0.121212121212121,0.166666666666667,0.25,3,1,2,4,3.82978723404255,0.121212121212121,0.166666666666667,0.5,0,0,0,0,0,NA,5,9,8.61702127659574,0.272727272727273,0.555555555555556,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,0,0,0,5,0.357142857142857,14,9,2,0,2,12,5,2,2,0,3,6,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.87234042553191
"Colon","PUR",47,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,4,5,0.8,4,5,0.8,1,2,0.5,0.4,0.6,0.2,0.2,2,3,0.666666666666667,1,1,1,1,1,1,0.6,0.2,0.2,2,3,0.666666666666667,1,1,1,1,1,1,0.4,1,2,0.5,1,0,0,1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,1,1.91489361702128,0.2,0.2,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,0,0,1,1,0.5,2,1,2,0,0,1,6,0,0,0,1,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.91489361702128
"Cordner","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,10,16,0.625,10,16,0.625,5,8,0.625,0.5,0.5,0.1875,0.3125,3,8,0.375,2,3,0.666666666666667,5,5,1,0.5,0.1875,0.3125,3,8,0.375,2,3,0.666666666666667,5,5,1,0.5,5,8,0.625,0.5,0.25,0.25,1,4,0.25,2,2,1,2,2,1,0,1,0.978260869565217,0.0625,0.0625,0,1,0,0,1,0.978260869565217,0.0625,0.0625,0,0,1,0.978260869565217,0.0625,0.0625,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.4,5,3,0,2,1,0.333333333333333,3,2,1,0,2,33,8,3,2,0,3,2,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.93478260869565
"Cunningham","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,6,0.833333333333333,5,6,0.833333333333333,0,0,NA,0,0.666666666666667,0.166666666666667,0.166666666666667,3,4,0.75,1,1,1,1,1,1,0.666666666666667,0.166666666666667,0.166666666666667,3,4,0.75,1,1,1,1,1,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.75,4,1,0,1,1,1,1,0,1,0,3,11,10,4,3,1,2,5,4,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.95652173913043
"D. Cruz","CRC",96,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,34,44,0.772727272727273,34,44,0.772727272727273,11,14,0.785714285714286,0.318181818181818,0.5,0.340909090909091,0.159090909090909,15,22,0.681818181818182,12,15,0.8,7,7,1,0.5,0.340909090909091,0.159090909090909,15,22,0.681818181818182,12,15,0.8,7,7,1,0.318181818181818,11,14,0.785714285714286,0.285714285714286,0.5,0.214285714285714,3,4,0.75,5,7,0.714285714285714,3,3,1,0,2,1.875,0.0454545454545455,0.0454545454545455,0,2,0,1,2,1.875,0.0454545454545455,0.0454545454545455,0.5,10,13,12.1875,0.295454545454545,0.295454545454545,0.769230769230769,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0,2,0,2,7,1,2,2,0,3,2,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.8125
"Debessette","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,7,20,0.35,2,10,0.2,1,3,0.333333333333333,0.3,0.95,0.05,0,7,19,0.368421052631579,0,1,0,0,0,NA,0.9,0.1,0,2,9,0.222222222222222,0,1,0,0,0,NA,0.15,1,3,0.333333333333333,1,0,0,1,3,0.333333333333333,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,1,3,2.93478260869565,0.15,0.3,0.333333333333333,0,0,0,0,0,NA,5,10,9.78260869565217,0.5,0.5,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,1,1,1,0,6,13,2,2,2,0,1,6,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.978260869565217
"Diaz","CRC",96,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,20,33,0.606060606060606,14,21,0.666666666666667,0,0,NA,0,0.939393939393939,0.0606060606060606,0,18,31,0.580645161290323,2,2,1,0,0,NA,0.904761904761905,0.0952380952380952,0,12,19,0.631578947368421,2,2,1,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,8,19,17.8125,0.575757575757576,0.904761904761905,0.421052631578947,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,3,0.6,5,0,0,0,0,5,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,2,1,0,0,0,0,7,5,12,0.416666666666667,4,1,3,0.75,5,4,1,2,1,0,0,0,3,2,1,2,2,0,0,0,0,0,0,20,0.606060606060606,33,2,1,2,1,0.2,5,9,0.642857142857143,14,0
"Dominguez","MEX",68,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,12,0.666666666666667,8,12,0.666666666666667,7,10,0.7,0.833333333333333,0.25,0.25,0.5,1,3,0.333333333333333,2,3,0.666666666666667,5,6,0.833333333333333,0.25,0.25,0.5,1,3,0.333333333333333,2,3,0.666666666666667,5,6,0.833333333333333,0.833333333333333,7,10,0.7,0.3,0.2,0.5,1,3,0.333333333333333,2,2,1,4,5,0.8,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,3,0,0,2,16,6,6,2,4,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Dunn","USA",244,3,6,11,4.05737704918033,0.818181818181818,2,1,2,4,0.363636363636364,2,5,0,3,0,0,1,0,NA,0,0,0,0,0.368852459016393,0,0,0,2,0.737704918032787,2,1,0,0,0,0,0,64,88,0.727272727272727,63,87,0.724137931034483,43,53,0.811320754716981,0.609195402298851,0.420454545454545,0.25,0.329545454545455,23,37,0.621621621621622,14,22,0.636363636363636,27,29,0.931034482758621,0.425287356321839,0.252873563218391,0.32183908045977,23,37,0.621621621621622,14,22,0.636363636363636,26,28,0.928571428571429,0.602272727272727,43,53,0.811320754716981,0.433962264150943,0.226415094339623,0.339622641509434,16,23,0.695652173913043,10,12,0.833333333333333,17,18,0.944444444444444,2,8,2.95081967213115,0.0909090909090909,0.0919540229885057,0.25,8,0,1,2,0.737704918032787,0.0227272727272727,0.0229885057471264,0.5,4,6,2.21311475409836,0.0681818181818182,0.0689655172413793,0.666666666666667,0,0,0,0,NA,0,NA,0,0,0,1,1,1,0,0,0,0,1,25,0.833333333333333,30,5,8,5,7,0.777777777777778,9,2,1,0,4,54,14,24,15,9,3,9,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.10655737704918
"Farias","MEX",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,12,19,0.631578947368421,11,13,0.846153846153846,4,4,1,0.307692307692308,0.631578947368421,0.263157894736842,0.105263157894737,5,12,0.416666666666667,5,5,1,2,2,1,0.461538461538462,0.384615384615385,0.153846153846154,4,6,0.666666666666667,5,5,1,2,2,1,0.210526315789474,4,4,1,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,2,9,8.61702127659574,0.473684210526316,0.692307692307692,0.222222222222222,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,1,0.166666666666667,6,0,0,0,0,6,1,0.5,2,1,0,0,0,0,1,1,5,0,1,6,2,1,0,1,2,8,7,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.91489361702128
